sku_id,product_name,category,base_cost,current_msrp,inventory_level,elasticity_factor,ideal_velocity
ELEC-1092,Cameras Device 92,Cameras,288.46,470.72,173,0.8393598077911311,0.030600566840781586
ELEC-1093,Computers Device 93,Computers,234.77,444.45,237,1.2206901904105365,0.04094485142059236
ELEC-1094,Audio Device 94,Audio,245.42,427.61,470,1.3224134417443725,0.024878508180346738
ELEC-1095,Peripherals Device 95,Peripherals,663.35,1121.45,265,2.399599826583848,0.04757529655506679
ELEC-1096,Computers Device 96,Computers,748.2,1109.15,374,2.232127779000817,0.03233765349756107
ELEC-1097,Audio Device 97,Audio,399.88,678.63,276,2.4705721013310087,0.031426725698930645
ELEC-1098,Peripherals Device 98,Peripherals,678.43,962.29,107,2.1766574094222757,0.024015563564018995
ELEC-1099,Smart Home Device 99,Smart Home,73.41,122.39,474,2.2294447525101067,0.042497322484099154
ELEC-1100,Peripherals Device 100,Peripherals,457.68,814.01,174,2.037974830361021,0.031335516478273595
ELEC-1101,Smart Home Device 101,Smart Home,376.92,579.46,60,0.75831883030299,0.026216829470241697
ELEC-1102,Audio Device 102,Audio,547.21,839.6,357,1.7362564809157917,0.02066554226090905
ELEC-1103,Computers Device 103,Computers,430.64,669.16,388,2.0446367834712786,0.04449157205639187
ELEC-1104,Cameras Device 104,Cameras,461.92,782.95,322,2.2533072053166903,0.034401379010554255
ELEC-1105,Smart Home Device 105,Smart Home,507.64,939.93,444,1.9081595361984471,0.038517911362918766
ELEC-1106,Computers Device 106,Computers,299.95,503.14,295,1.6798353737092662,0.022730062731539907
ELEC-1107,Computers Device 107,Computers,298.16,553.15,481,1.5279789783196216,0.028938783546258513
ELEC-1108,Computers Device 108,Computers,694.02,1131.03,397,2.3990412473152842,0.04526274245056129
ELEC-1109,Audio Device 109,Audio,228.85,391.42,43,1.4182715124765226,0.030422402246762428
ELEC-1110,Peripherals Device 110,Peripherals,476.33,697.56,120,1.18312642091309,0.023841375168733175
ELEC-1111,Peripherals Device 111,Peripherals,136.9,239.33,369,1.7817494896064292,0.032349836430725844
ELEC-1112,Peripherals Device 112,Peripherals,426.73,638.45,70,2.4462206985402086,0.021226058487994366
ELEC-1113,Smart Home Device 113,Smart Home,295.71,427.11,31,1.195238428965367,0.023619076133018026
ELEC-1114,Audio Device 114,Audio,304.11,502.31,442,2.2884345257918515,0.04071184485888096
ELEC-1115,Audio Device 115,Audio,101.06,145.62,223,1.4622907881125864,0.04620735872320332
ELEC-1116,Smart Home Device 116,Smart Home,32.0,56.77,17,2.2366022140711737,0.02553563058069132
ELEC-1117,Computers Device 117,Computers,615.17,1091.14,395,1.562531507947068,0.021100496086717938
ELEC-1118,Peripherals Device 118,Peripherals,579.28,1028.11,247,2.2904136753743987,0.020914164582007826
ELEC-1119,Computers Device 119,Computers,374.51,543.95,24,1.5652345329100463,0.04212215618281458
ELEC-1120,Cameras Device 120,Cameras,45.45,65.66,240,1.1441583311663566,0.036060066920465705
ELEC-1121,Audio Device 121,Audio,715.71,1129.06,77,1.6871849071080973,0.03946468520874728
ELEC-1122,Computers Device 122,Computers,96.93,162.73,43,1.5742130836370956,0.03759606303982277
ELEC-1123,Cameras Device 123,Cameras,128.24,237.22,15,1.067551811597449,0.03822665666880719
ELEC-1124,Peripherals Device 124,Peripherals,304.19,567.88,238,2.4730304975859596,0.020226030894022244
ELEC-1125,Smart Home Device 125,Smart Home,147.7,269.62,13,0.9919154567690163,0.02263662873620432
ELEC-1126,Audio Device 126,Audio,91.78,160.48,49,1.5490227791405093,0.04991766604305183
ELEC-1127,Computers Device 127,Computers,473.52,856.38,344,2.3347912261710633,0.027737084811348196
ELEC-1128,Peripherals Device 128,Peripherals,662.06,1116.11,212,1.9369145416731073,0.028399372809808525
ELEC-1129,Cameras Device 129,Cameras,187.91,303.05,333,2.4359881330084683,0.03522831136053365
ELEC-1130,Audio Device 130,Audio,437.98,676.37,151,1.914460191288889,0.03743714664267837
ELEC-1131,Peripherals Device 131,Peripherals,747.65,1066.08,268,1.1412843843190286,0.03009812834581762
ELEC-1132,Computers Device 132,Computers,452.42,706.31,395,1.5978439597779546,0.04429623337563905
ELEC-1133,Audio Device 133,Audio,136.9,232.42,274,0.5054217988286593,0.03414728565650475
ELEC-1134,Peripherals Device 134,Peripherals,298.63,529.46,327,2.3590582884956515,0.03225554878807751
ELEC-1135,Smart Home Device 135,Smart Home,592.77,942.27,85,2.3766809136420757,0.047793482707691334
ELEC-1136,Cameras Device 136,Cameras,678.21,1203.99,370,0.779544753252579,0.043986113927585474
ELEC-1137,Peripherals Device 137,Peripherals,156.48,268.67,388,2.129149440462764,0.047235983913875484
ELEC-1138,Audio Device 138,Audio,705.44,1147.03,305,1.2848902148452708,0.04141347364565978
ELEC-1139,Peripherals Device 139,Peripherals,510.56,843.12,72,1.579562123829266,0.02696638085440452
ELEC-1140,Audio Device 140,Audio,331.44,614.24,318,1.563714959376348,0.03872713987741977
ELEC-1141,Peripherals Device 141,Peripherals,362.28,567.85,188,1.1656315718249686,0.024178162179901617
ELEC-1142,Smart Home Device 142,Smart Home,411.48,738.31,420,1.9829218222780909,0.024550246391982534
ELEC-1143,Audio Device 143,Audio,574.37,813.76,298,2.057143878101502,0.037096690546139496
ELEC-1144,Computers Device 144,Computers,410.37,743.02,127,2.009270583720233,0.023318952108656216
ELEC-1145,Cameras Device 145,Cameras,381.89,686.89,24,1.707915744145025,0.024497522820463212
ELEC-1146,Cameras Device 146,Cameras,586.13,995.97,104,1.9400730730921487,0.03696525041968922
ELEC-1147,Computers Device 147,Computers,223.89,420.8,20,1.1913919870078389,0.030275727715356304
ELEC-1148,Computers Device 148,Computers,759.41,1115.99,150,0.8067028062321604,0.023023838090476596
ELEC-1149,Audio Device 149,Audio,43.94,63.77,469,2.244247817888303,0.047562515667822394
ELEC-1150,Smart Home Device 150,Smart Home,740.32,1321.94,115,1.9144772686267972,0.03123306109161266
ELEC-1151,Audio Device 151,Audio,356.58,649.06,305,1.9728884712494457,0.0473205859476714
ELEC-1152,Audio Device 152,Audio,117.19,174.99,119,2.469682397924669,0.045124723670074765
ELEC-1153,Audio Device 153,Audio,699.82,1192.46,433,1.5376761142521442,0.03137917095156646
ELEC-1154,Smart Home Device 154,Smart Home,288.1,490.31,126,2.105706897196023,0.023428019001670634
ELEC-1155,Cameras Device 155,Cameras,443.79,724.65,395,2.339711232825521,0.034425109342672205
ELEC-1156,Peripherals Device 156,Peripherals,378.21,702.1,373,0.9492096458799639,0.027446793282714557
ELEC-1157,Audio Device 157,Audio,413.74,643.68,353,1.3378508990090958,0.04341487122638263
ELEC-1158,Peripherals Device 158,Peripherals,516.84,856.71,478,0.5261889131766673,0.04926623947048269
ELEC-1159,Audio Device 159,Audio,144.47,240.91,485,1.3292482474540475,0.025533886142565684
ELEC-1160,Audio Device 160,Audio,268.65,404.31,444,1.2946362309151958,0.046941628683221416
ELEC-1161,Smart Home Device 161,Smart Home,511.23,860.11,153,1.2554518948803386,0.02197125918285057
ELEC-1162,Peripherals Device 162,Peripherals,379.03,621.82,485,1.54878053865516,0.03491035846463747
ELEC-1163,Peripherals Device 163,Peripherals,149.53,214.99,422,0.8638562609905422,0.04259738662242353
ELEC-1164,Computers Device 164,Computers,238.47,429.34,389,1.7879990864780315,0.04936794306847884
ELEC-1165,Computers Device 165,Computers,697.59,1054.04,322,1.3159689907296894,0.026932243897642143
ELEC-1166,Peripherals Device 166,Peripherals,419.24,754.62,258,1.6900979594008412,0.02535633986163001
ELEC-1167,Audio Device 167,Audio,458.68,697.91,300,1.9416261926210132,0.04166800795566977
ELEC-1168,Peripherals Device 168,Peripherals,771.24,1158.78,191,2.388819451154547,0.028794431907830396
ELEC-1169,Computers Device 169,Computers,40.01,72.98,160,0.6710170617089362,0.023683306689881257
ELEC-1170,Peripherals Device 170,Peripherals,478.94,888.59,11,1.342849101184996,0.03874283813129753
ELEC-1171,Peripherals Device 171,Peripherals,229.76,325.59,480,1.2593848163345338,0.04491963519695749
ELEC-1172,Smart Home Device 172,Smart Home,345.25,631.99,235,1.6040943617039605,0.026585315752428763
ELEC-1173,Computers Device 173,Computers,617.98,1039.99,211,0.7802263515329051,0.049561019367252046
ELEC-1174,Audio Device 174,Audio,403.28,673.81,18,1.5249153117638432,0.03900434659478442
ELEC-1175,Audio Device 175,Audio,137.3,201.31,13,2.1698604735985985,0.04701716903709157
ELEC-1176,Computers Device 176,Computers,239.68,399.02,155,0.5367813530949335,0.044451632852073715
ELEC-1177,Audio Device 177,Audio,241.02,397.38,162,1.6083560050315868,0.041606077448968874
ELEC-1178,Smart Home Device 178,Smart Home,38.47,58.98,322,0.7737712601376145,0.04196553735377187
ELEC-1179,Computers Device 179,Computers,492.4,830.5,464,1.830073349092511,0.045143208895348876
ELEC-1180,Smart Home Device 180,Smart Home,325.02,512.53,73,1.537835410565675,0.04875881531939662
ELEC-1181,Audio Device 181,Audio,93.75,134.46,291,1.7063042189327764,0.04511236972109088
ELEC-1182,Peripherals Device 182,Peripherals,303.87,518.16,304,1.938091810368491,0.04847920391173297
ELEC-1183,Smart Home Device 183,Smart Home,402.49,616.27,248,1.0398224447843898,0.037852337921007645
ELEC-1184,Peripherals Device 184,Peripherals,681.73,1166.9,491,2.4104726254469577,0.03422711926101109
ELEC-1185,Audio Device 185,Audio,87.86,153.96,226,1.9563775124072067,0.037948581748044635
ELEC-1186,Audio Device 186,Audio,219.73,307.88,238,2.1382046353483997,0.0490309816462126
ELEC-1187,Computers Device 187,Computers,109.38,203.3,452,1.1291931136188218,0.024104558927568843
ELEC-1188,Computers Device 188,Computers,561.73,938.63,21,1.5426013348271388,0.046188375076292254
ELEC-1189,Smart Home Device 189,Smart Home,614.46,1121.14,473,1.9482066585462772,0.02749004026577558
ELEC-1190,Audio Device 190,Audio,527.93,988.3,498,1.8863504229138495,0.021182804341055177
ELEC-1191,Computers Device 191,Computers,482.96,813.3,291,2.4987069991316697,0.047464648927641254
ELEC-1192,Smart Home Device 192,Smart Home,592.89,1117.91,337,0.8851980555712609,0.04832799467340302
ELEC-1193,Computers Device 193,Computers,603.7,941.5,492,0.6097652292929499,0.04486746422452032
ELEC-1194,Audio Device 194,Audio,530.63,774.87,117,1.2293944989146117,0.022308596048876275
ELEC-1195,Smart Home Device 195,Smart Home,438.3,627.95,480,1.3820643234963232,0.02945871013491831
ELEC-1196,Audio Device 196,Audio,444.57,761.52,406,1.823310350161083,0.04657933244708562
ELEC-1197,Computers Device 197,Computers,705.03,1293.77,236,1.3350121680557843,0.020638082325511616
ELEC-1198,Smart Home Device 198,Smart Home,437.28,627.51,236,2.378135397025792,0.020284563008854943
ELEC-1199,Smart Home Device 199,Smart Home,620.73,1017.94,254,1.3038618272184843,0.037422716216819835
ELEC-1200,Cameras Device 200,Cameras,787.74,1235.33,418,2.0365468277290364,0.035675575749035696
ELEC-1201,Audio Device 201,Audio,213.86,331.16,151,0.7209482262627893,0.04558465465075705
ELEC-1202,Computers Device 202,Computers,209.88,389.36,202,0.5841863792727238,0.021353020316609697
ELEC-1203,Audio Device 203,Audio,331.56,621.66,196,0.7488751145937127,0.04359035043246656
ELEC-1204,Peripherals Device 204,Peripherals,483.19,904.7,328,2.4646610301601632,0.034022045337496094
ELEC-1205,Smart Home Device 205,Smart Home,791.67,1200.05,269,1.9867056457872483,0.04828195322405377
ELEC-1206,Smart Home Device 206,Smart Home,669.59,996.53,116,0.7406775240699919,0.02661458627210526
ELEC-1207,Audio Device 207,Audio,767.1,1096.12,14,2.1524113915879317,0.04907307890422434
ELEC-1208,Audio Device 208,Audio,429.06,637.99,250,1.694548144860682,0.031887260567079766
ELEC-1209,Computers Device 209,Computers,408.21,738.02,12,2.4926715516134488,0.026733217155099822
ELEC-1210,Smart Home Device 210,Smart Home,443.47,811.58,407,1.6858798696834063,0.03372296293321122
ELEC-1211,Peripherals Device 211,Peripherals,240.18,451.01,204,1.4533536566607368,0.04586382851796352
ELEC-1212,Audio Device 212,Audio,283.37,409.04,404,2.36317897663798,0.03225359639212096
ELEC-1213,Peripherals Device 213,Peripherals,587.03,1104.25,463,1.4917514701575416,0.023284065801633617
ELEC-1214,Cameras Device 214,Cameras,88.62,163.19,49,2.202413828097537,0.0354823706133085
ELEC-1215,Peripherals Device 215,Peripherals,665.0,1111.81,363,1.195618415804386,0.045934786409220454
ELEC-1216,Audio Device 216,Audio,706.55,1075.82,177,2.094852043213856,0.02472021979107578
ELEC-1217,Audio Device 217,Audio,287.19,499.73,190,0.977380062602035,0.03855834134645553
ELEC-1218,Cameras Device 218,Cameras,152.13,248.38,323,2.261741518397857,0.04637214440684395
ELEC-1219,Computers Device 219,Computers,129.23,239.64,167,1.1702377085182838,0.020033603344403284
ELEC-1220,Computers Device 220,Computers,670.74,1003.81,304,1.5149354675216724,0.02252294673403954
ELEC-1221,Peripherals Device 221,Peripherals,785.51,1247.67,232,1.7636270540333367,0.02027217213958175
ELEC-1222,Smart Home Device 222,Smart Home,630.48,888.48,423,0.7139612776539168,0.03296722351677537
ELEC-1223,Computers Device 223,Computers,293.24,521.05,231,1.7652437862678962,0.04366420945612233
ELEC-1224,Cameras Device 224,Cameras,559.67,830.1,228,0.6356741182103438,0.04312952877596407
ELEC-1225,Audio Device 225,Audio,478.27,687.44,483,1.1917661139059135,0.04557243977595943
ELEC-1226,Smart Home Device 226,Smart Home,373.39,664.31,445,1.7951472868038152,0.020737607493764045
ELEC-1227,Peripherals Device 227,Peripherals,662.56,1182.81,425,1.2436670584774492,0.04049886129819516
ELEC-1228,Computers Device 228,Computers,152.38,245.81,13,1.4370788335371687,0.033541610729890266
ELEC-1229,Smart Home Device 229,Smart Home,564.14,1007.78,139,0.9415392255775208,0.02690161049094302
ELEC-1230,Peripherals Device 230,Peripherals,240.41,340.34,245,2.4017271245008205,0.04193810200921057
ELEC-1231,Smart Home Device 231,Smart Home,521.66,845.7,450,1.2951887959255886,0.029358559714853915
ELEC-1232,Computers Device 232,Computers,718.46,1077.81,454,0.9599092117821724,0.04604368440471593
ELEC-1233,Cameras Device 233,Cameras,463.32,872.94,36,1.4430649202050254,0.025565765471093634
ELEC-1234,Audio Device 234,Audio,100.2,182.6,36,0.8073160763222254,0.04283071972828997
ELEC-1235,Peripherals Device 235,Peripherals,643.53,1197.25,33,1.0883359466869558,0.038499509435622144
ELEC-1236,Audio Device 236,Audio,30.95,53.94,391,1.696654530244854,0.032909176846983884
ELEC-1237,Audio Device 237,Audio,153.84,260.77,126,1.8030389336045294,0.03299740246914967
ELEC-1238,Smart Home Device 238,Smart Home,145.18,231.74,487,1.4291971932716203,0.034398165041513704
ELEC-1239,Peripherals Device 239,Peripherals,565.14,1047.71,111,2.2202447943784094,0.04172855924379236
ELEC-1240,Peripherals Device 240,Peripherals,110.8,186.74,386,0.9840900317250549,0.020551029108216202
ELEC-1241,Cameras Device 241,Cameras,570.9,1067.93,425,1.6192973669738282,0.022172488164390245
ELEC-1242,Audio Device 242,Audio,97.66,176.98,426,1.2012538624183615,0.030734040527848144
ELEC-1243,Computers Device 243,Computers,782.65,1409.0,131,0.9017181797245883,0.026004507327344304
ELEC-1244,Cameras Device 244,Cameras,110.52,204.25,460,1.7728604990872734,0.037843299121308085
ELEC-1245,Audio Device 245,Audio,70.02,130.77,379,1.582592670602141,0.04842051387893116
ELEC-1246,Cameras Device 246,Cameras,647.33,1063.05,260,1.1789003850856121,0.03982460354897752
ELEC-1247,Cameras Device 247,Cameras,490.06,843.77,392,2.067665106837724,0.0357920798280834
ELEC-1248,Computers Device 248,Computers,367.73,560.25,21,1.9496531197481166,0.02478634040339565
ELEC-1249,Smart Home Device 249,Smart Home,504.12,790.69,247,1.1580348756293244,0.02546353747066098
ELEC-1250,Smart Home Device 250,Smart Home,537.2,757.69,91,1.496391432906278,0.039597890577119904
ELEC-1251,Smart Home Device 251,Smart Home,797.18,1148.54,140,2.4495863242935663,0.032097840833714954
ELEC-1252,Smart Home Device 252,Smart Home,85.59,155.8,362,0.5613050044116121,0.02522580009734761
ELEC-1253,Smart Home Device 253,Smart Home,589.92,1011.35,413,1.985413042399962,0.042060508959972584
ELEC-1254,Cameras Device 254,Cameras,418.73,707.38,444,1.5866010467265768,0.03315846257568772
ELEC-1255,Smart Home Device 255,Smart Home,334.55,619.03,344,1.712377427122343,0.03265162780620366
ELEC-1256,Computers Device 256,Computers,793.94,1195.15,134,1.06770905721729,0.038688997506904486
ELEC-1257,Smart Home Device 257,Smart Home,594.5,952.77,17,0.7631353702545196,0.038055661509860256
ELEC-1258,Computers Device 258,Computers,212.91,342.04,384,2.442790188083279,0.022073983585598585
ELEC-1259,Audio Device 259,Audio,220.37,373.85,120,2.2414998025450226,0.037382446980305024
ELEC-1260,Cameras Device 260,Cameras,486.57,757.14,388,0.8270477451700455,0.03197137838411333
ELEC-1261,Peripherals Device 261,Peripherals,535.69,910.32,433,1.1503801284493897,0.03189979329030686
ELEC-1262,Peripherals Device 262,Peripherals,710.46,1179.28,89,1.384048747565715,0.03011009529293859
ELEC-1263,Audio Device 263,Audio,361.78,678.09,180,0.9974285451752598,0.02757583346226258
ELEC-1264,Cameras Device 264,Cameras,322.11,557.86,184,1.7110763152897657,0.03423892627249442
ELEC-1265,Audio Device 265,Audio,573.15,1051.23,376,1.3927372930251711,0.02617523630110305
ELEC-1266,Smart Home Device 266,Smart Home,56.32,93.81,466,2.473385960714323,0.04809817076884885
ELEC-1267,Smart Home Device 267,Smart Home,522.8,976.04,494,0.94940235394536,0.029484683149302516
ELEC-1268,Audio Device 268,Audio,480.2,909.16,285,1.8764157317331909,0.048953560893081366
ELEC-1269,Peripherals Device 269,Peripherals,43.38,79.56,294,1.146261314140557,0.03364219566901577
ELEC-1270,Peripherals Device 270,Peripherals,406.41,594.53,349,1.8337285150922087,0.023981439614578322
ELEC-1271,Cameras Device 271,Cameras,572.6,848.14,384,0.9037069042458967,0.025650472512968044
ELEC-1272,Smart Home Device 272,Smart Home,371.69,567.81,95,2.236284508755011,0.0398489705111344
ELEC-1273,Computers Device 273,Computers,318.21,543.79,475,0.5350319817241245,0.04606714953436155
ELEC-1274,Audio Device 274,Audio,53.4,99.29,311,2.3618973910139553,0.038018286276387085
ELEC-1275,Smart Home Device 275,Smart Home,543.57,939.79,455,1.6543704734234963,0.04998241177312
ELEC-1276,Audio Device 276,Audio,697.16,1248.74,278,2.486673874717257,0.037010487829600036
ELEC-1277,Audio Device 277,Audio,114.01,178.26,111,1.8010232955834315,0.040027801566907543
