session_id,sku_id,duration_sec,action
a8207215,ELEC-1106,336,0
470582ed,ELEC-1024,158,0
46e53ab5,ELEC-1226,283,0
b5055c90,ELEC-1115,81,0
1aafb49a,ELEC-1109,333,0
f3d068c6,ELEC-1102,133,0
01e35fcf,ELEC-1149,258,0
03735d27,ELEC-1056,11,0
a890b6cc,ELEC-1166,31,0
747a90cc,ELEC-1013,208,0
abd95eab,ELEC-1022,266,0
a3758cfa,ELEC-1103,86,0
5e353626,ELEC-1238,315,0
70516237,ELEC-1213,296,1
2140173d,ELEC-1168,113,0
b31f3979,ELEC-1257,23,1
8ec39231,ELEC-1033,71,0
6f065577,ELEC-1018,83,0
561b6c1e,ELEC-1056,139,0
9317f984,ELEC-1236,103,1
e4e0149c,ELEC-1054,155,0
beed71aa,ELEC-1135,92,0
72a2cbe1,ELEC-1251,27,0
cd234066,ELEC-1042,230,0
0ca898cc,ELEC-1159,333,0
debb8c66,ELEC-1108,213,0
b7cf779e,ELEC-1198,315,0
1fb181f5,ELEC-1244,329,0
3a04aa45,ELEC-1203,305,0
d8b16c84,ELEC-1124,279,0
9e077fab,ELEC-1090,120,0
407b9b8b,ELEC-1274,42,0
880d4ff1,ELEC-1022,197,1
d6ac4ebf,ELEC-1240,282,0
2634671c,ELEC-1100,226,0
9644fb97,ELEC-1096,135,0
50086c36,ELEC-1138,53,0
88acc286,ELEC-1112,204,0
bc9d46eb,ELEC-1171,366,2
c65e16dd,ELEC-1028,14,0
47af3365,ELEC-1006,343,0
663dea4f,ELEC-1163,228,0
c8c3e90a,ELEC-1294,254,0
c64b8fe3,ELEC-1269,127,0
5b8da070,ELEC-1002,90,0
66171646,ELEC-1099,150,0
4af87e8a,ELEC-1258,39,0
b4b29790,ELEC-1092,258,0
3d58289e,ELEC-1161,141,0
a4e1c58b,ELEC-1230,92,0
2c757039,ELEC-1114,117,0
3f6b6f15,ELEC-1243,394,0
4e487962,ELEC-1079,158,1
8aa8eb63,ELEC-1290,67,0
b0eb0ef1,ELEC-1270,134,0
eda97078,ELEC-1120,321,0
2f971bb4,ELEC-1195,219,0
ea446fec,ELEC-1123,204,0
c344207e,ELEC-1224,174,0
68920931,ELEC-1154,189,0
be044806,ELEC-1058,397,0
a58e4e1b,ELEC-1241,371,0
650a968a,ELEC-1138,316,0
2cfc5df1,ELEC-1274,107,0
3daed02e,ELEC-1086,12,0
7a96622e,ELEC-1287,269,0
313ad49a,ELEC-1081,154,0
4e959513,ELEC-1175,352,0
bc98292e,ELEC-1197,319,0
4d129ee5,ELEC-1051,39,0
c185a0e2,ELEC-1238,91,0
570f1aca,ELEC-1132,191,0
c181ef09,ELEC-1164,316,0
4797329d,ELEC-1291,119,0
6dfbbaa9,ELEC-1132,84,0
bb738f5a,ELEC-1259,377,0
2f13b416,ELEC-1074,13,0
d73bd479,ELEC-1004,23,0
ea289907,ELEC-1273,46,0
30565315,ELEC-1172,386,0
6e184546,ELEC-1245,52,0
ebe59813,ELEC-1254,342,0
7029cf92,ELEC-1127,116,0
855ca239,ELEC-1189,106,0
31de6071,ELEC-1022,39,0
8f100009,ELEC-1138,343,0
7c8d8073,ELEC-1009,77,0
ee8dfe74,ELEC-1096,180,0
21b1c7f8,ELEC-1225,19,2
e9e266d7,ELEC-1200,224,0
b0081323,ELEC-1223,386,0
909c167b,ELEC-1170,302,0
fcba8d29,ELEC-1274,354,0
0e4331e8,ELEC-1166,303,0
9cffcb8d,ELEC-1293,385,0
4ec925fd,ELEC-1091,390,0
d8759ded,ELEC-1156,376,0
47c9c541,ELEC-1132,132,0
f59bec7d,ELEC-1167,275,0
d0fa93d7,ELEC-1086,393,0
292cf032,ELEC-1148,237,0
cdd5c8c9,ELEC-1076,206,0
9cb3148a,ELEC-1095,157,0
d4937b06,ELEC-1152,151,1
123bb8b8,ELEC-1289,133,0
b5ed20c3,ELEC-1278,272,0
df345f00,ELEC-1263,159,0
306f4ae8,ELEC-1151,209,0
69de8589,ELEC-1027,16,1
a5e888c5,ELEC-1070,53,0
a1d81eec,ELEC-1186,383,2
6bc2cf47,ELEC-1122,53,0
4c5fab72,ELEC-1248,253,0
ca436b0a,ELEC-1053,214,0
71de4e2d,ELEC-1098,20,0
0d4a4370,ELEC-1267,169,0
904dcb79,ELEC-1040,11,0
cb363f90,ELEC-1296,190,0
5f452605,ELEC-1036,327,0
d219ed71,ELEC-1249,80,0
fcaded7b,ELEC-1015,325,0
38f1852d,ELEC-1163,186,0
ebb7f0e3,ELEC-1244,289,0
d25bf7b5,ELEC-1110,36,0
667e1f23,ELEC-1277,182,0
a64c8011,ELEC-1180,305,0
6c4409f5,ELEC-1293,70,0
c1a87e57,ELEC-1069,325,0
20b43454,ELEC-1097,233,0
f51099d2,ELEC-1211,326,0
3e827194,ELEC-1190,86,0
17a8469d,ELEC-1123,336,1
ac594add,ELEC-1064,277,0
19502437,ELEC-1236,316,0
4738cdb3,ELEC-1298,125,0
54be3196,ELEC-1289,57,0
11dfe035,ELEC-1160,326,0
3a1ed7b0,ELEC-1011,30,0
d77a441e,ELEC-1107,141,0
a9ce1d9d,ELEC-1102,169,0
04cf629f,ELEC-1083,198,0
cdd6bc03,ELEC-1120,109,0
2902b84f,ELEC-1289,299,0
3676318d,ELEC-1095,23,0
8f6bf215,ELEC-1020,219,0
674d517a,ELEC-1142,245,0
10033bb2,ELEC-1222,83,0
30ae8bbc,ELEC-1011,110,0
72cd0b8c,ELEC-1013,28,0
ac2437fe,ELEC-1100,262,0
12aee18c,ELEC-1264,177,0
6c605096,ELEC-1281,304,2
c2a8c98f,ELEC-1099,129,0
b4c56c76,ELEC-1043,367,0
fdf20758,ELEC-1042,115,0
1d78bde3,ELEC-1267,160,0
8faa941a,ELEC-1220,147,0
4ad1f8ea,ELEC-1209,74,0
12fd2c51,ELEC-1295,377,0
fb7a7aaf,ELEC-1235,167,0
2078393f,ELEC-1041,101,0
2746b089,ELEC-1292,65,0
e5689bb0,ELEC-1113,260,0
915e1db3,ELEC-1191,295,0
b9e0cd77,ELEC-1193,289,0
d0384463,ELEC-1163,164,0
6e975e49,ELEC-1294,225,0
33bde558,ELEC-1127,389,0
6d1275fa,ELEC-1126,19,0
5f3484fa,ELEC-1116,287,0
46a1151d,ELEC-1170,85,1
b1ba0ef9,ELEC-1064,189,0
425e9cc0,ELEC-1062,283,0
d90243a6,ELEC-1135,397,0
03ec1e5c,ELEC-1203,116,0
99811bff,ELEC-1172,187,0
7ff01cdd,ELEC-1169,129,0
9d5ab7aa,ELEC-1288,277,0
8b1a2261,ELEC-1061,275,0
349028ee,ELEC-1046,147,0
4464b5d7,ELEC-1205,98,1
40127f6c,ELEC-1024,30,0
0a1cd297,ELEC-1001,142,0
00946b5f,ELEC-1223,51,0
21a02046,ELEC-1060,226,2
45e76d33,ELEC-1051,17,0
e7c095fd,ELEC-1215,105,0
c9d5eef3,ELEC-1120,286,0
3f77efcf,ELEC-1283,356,0
ce3ba757,ELEC-1034,192,0
452ed29c,ELEC-1234,221,2
e816446e,ELEC-1079,40,0
639b8543,ELEC-1076,17,0
7b239c21,ELEC-1017,387,0
f4861298,ELEC-1199,220,0
6a3ef012,ELEC-1263,357,0
ae9eaee6,ELEC-1018,310,0
c0089bee,ELEC-1011,311,0
17c712c4,ELEC-1032,394,1
29114b69,ELEC-1109,41,0
e9147b19,ELEC-1190,279,0
d681adfc,ELEC-1281,176,0
38e02c6b,ELEC-1040,316,0
4357d146,ELEC-1206,27,0
9a0f041d,ELEC-1096,371,0
a7ea3214,ELEC-1031,365,0
f555e203,ELEC-1182,353,0
04432264,ELEC-1144,143,0
515251e0,ELEC-1215,233,0
94bc7da6,ELEC-1004,46,1
7c945488,ELEC-1146,378,0
2e6b2eae,ELEC-1102,162,0
3e8e1d85,ELEC-1207,297,0
f7608079,ELEC-1157,178,0
36821ec4,ELEC-1095,304,0
f52807d0,ELEC-1290,97,0
bfc693cf,ELEC-1051,322,0
482c641c,ELEC-1098,175,0
5a79854a,ELEC-1011,312,0
450e61d9,ELEC-1167,376,0
f04ccdce,ELEC-1045,340,0
2cf23165,ELEC-1207,314,0
54f4039a,ELEC-1091,235,0
20358b47,ELEC-1295,286,0
0d4fd134,ELEC-1262,68,0
7dccbc57,ELEC-1177,130,0
a0aa78fa,ELEC-1012,97,0
9fb118b2,ELEC-1274,398,0
adee4bbd,ELEC-1127,214,0
f632335a,ELEC-1159,111,1
0e24e1aa,ELEC-1124,174,0
882f48f6,ELEC-1036,103,0
347a30f4,ELEC-1096,297,0
e86c5486,ELEC-1005,356,0
87fbc5c3,ELEC-1057,135,0
438013aa,ELEC-1294,166,0
6e966c69,ELEC-1242,299,0
8cc58dc9,ELEC-1031,43,1
f9c0e2e4,ELEC-1002,359,0
dca3a9cc,ELEC-1144,179,0
c0e53899,ELEC-1073,320,0
bb754562,ELEC-1198,217,0
4a43eb04,ELEC-1064,78,2
b02a883c,ELEC-1029,361,0
47e9433f,ELEC-1064,140,0
74255c5a,ELEC-1012,195,0
d7731f5d,ELEC-1026,71,0
0540d556,ELEC-1098,264,0
7b63d0b9,ELEC-1272,274,0
896cd1ac,ELEC-1244,385,0
b17b1d0d,ELEC-1132,206,0
66dda0da,ELEC-1209,196,0
1395a1d7,ELEC-1002,250,0
faeccb93,ELEC-1082,45,1
0c69c02c,ELEC-1226,267,0
f5da3f69,ELEC-1189,181,0
87c39aca,ELEC-1086,224,0
bf85ecb9,ELEC-1051,375,0
db81411a,ELEC-1007,345,0
1f497b6a,ELEC-1255,56,0
4a69b7b3,ELEC-1099,355,0
2eb727cc,ELEC-1213,167,0
3b4a257b,ELEC-1223,139,0
2621df2d,ELEC-1205,358,0
a320c913,ELEC-1013,154,0
05c82f1f,ELEC-1141,171,0
9cedcb1f,ELEC-1270,296,0
75435271,ELEC-1213,46,0
268c1b78,ELEC-1091,74,0
09cbf627,ELEC-1117,62,0
a1d99846,ELEC-1183,319,0
2f749a52,ELEC-1164,351,0
e0644c8a,ELEC-1061,20,0
2a121dc6,ELEC-1109,151,0
aef77e4a,ELEC-1090,274,0
cbc1fd53,ELEC-1159,117,0
8887ba13,ELEC-1164,191,0
df45afe5,ELEC-1032,19,0
efe5ba3c,ELEC-1128,170,0
b710c72e,ELEC-1111,168,0
26b0600e,ELEC-1112,189,0
1c4819c7,ELEC-1228,245,0
6a836edf,ELEC-1028,185,0
896694bf,ELEC-1279,32,0
9e3eeb0d,ELEC-1181,133,0
392eb6d4,ELEC-1044,235,0
3e7b0eb9,ELEC-1155,336,0
fe12c7ff,ELEC-1104,341,0
a1af8759,ELEC-1036,393,0
b930d78f,ELEC-1219,43,0
5063eb3b,ELEC-1129,319,0
eeab70be,ELEC-1142,94,0
3bf85fc4,ELEC-1207,322,0
f169f26f,ELEC-1126,72,0
0b5c8368,ELEC-1054,398,0
a70bf7ed,ELEC-1243,85,0
c15e82c9,ELEC-1291,378,0
8bd68b40,ELEC-1028,157,0
1a399787,ELEC-1280,230,0
70c58c95,ELEC-1108,52,0
3d68a500,ELEC-1089,289,2
c639f7e7,ELEC-1156,33,0
5a595c5f,ELEC-1275,16,0
1d85e685,ELEC-1209,39,0
2f228035,ELEC-1055,346,0
37850893,ELEC-1067,119,0
a602b1b5,ELEC-1211,276,0
a61c8cd1,ELEC-1215,183,0
1c223ce5,ELEC-1095,176,0
c7736bf4,ELEC-1050,23,0
4740f535,ELEC-1052,210,0
2c88358f,ELEC-1103,260,0
b2ccc364,ELEC-1173,212,0
ceadf514,ELEC-1079,273,0
285b1dec,ELEC-1296,396,0
ef8c1647,ELEC-1150,245,0
e35678bb,ELEC-1123,173,0
95b719fc,ELEC-1281,77,0
c3197b4b,ELEC-1241,105,0
9592fefd,ELEC-1240,185,0
7841595e,ELEC-1022,259,0
cd6fee60,ELEC-1030,186,0
b791b314,ELEC-1046,10,1
de21dd61,ELEC-1176,158,1
113bd7d3,ELEC-1097,345,0
daa1b098,ELEC-1231,16,0
0921f876,ELEC-1092,60,0
d450c4d6,ELEC-1203,381,0
26825a27,ELEC-1096,374,0
b425ec75,ELEC-1122,17,0
0d46b338,ELEC-1060,271,0
bd765cda,ELEC-1107,179,0
32737276,ELEC-1150,209,0
401e3f50,ELEC-1159,385,0
b359e1ac,ELEC-1002,32,0
8affe539,ELEC-1177,376,0
cba9bf32,ELEC-1226,115,0
ba88b17b,ELEC-1092,310,0
b7de9ac6,ELEC-1037,364,0
571e17fb,ELEC-1286,135,0
2a27315c,ELEC-1042,35,0
9ed81a72,ELEC-1190,93,0
aacfe230,ELEC-1136,294,0
1a42d7ff,ELEC-1037,16,0
6ad824d6,ELEC-1084,169,0
160c5176,ELEC-1146,33,0
98d85df8,ELEC-1033,298,0
5dba2204,ELEC-1225,179,0
9f2bbba9,ELEC-1117,326,0
5504b934,ELEC-1127,224,0
41dc934c,ELEC-1271,398,0
793bebd8,ELEC-1247,378,0
983904e5,ELEC-1231,346,0
20d23269,ELEC-1114,202,0
9051e2a4,ELEC-1254,279,0
e6a08fb7,ELEC-1191,140,0
33a73af1,ELEC-1007,83,0
531ecad8,ELEC-1174,114,0
ca3df43e,ELEC-1030,282,0
bbb32ce2,ELEC-1221,239,0
5ae33030,ELEC-1008,271,0
a6443a20,ELEC-1025,154,0
def40c45,ELEC-1037,307,0
59acc7c9,ELEC-1239,230,0
f64eb459,ELEC-1143,158,0
f18b65c9,ELEC-1127,202,2
2899716e,ELEC-1297,392,0
51843a2a,ELEC-1246,270,1
87138e91,ELEC-1206,340,0
38911ac2,ELEC-1212,57,0
d8cb03c4,ELEC-1204,193,0
1f931f2e,ELEC-1245,339,0
74e3e1a0,ELEC-1183,118,0
0664c386,ELEC-1145,394,1
ea62214f,ELEC-1003,289,0
8d2692c2,ELEC-1216,243,1
9274c9ec,ELEC-1274,206,0
7d8b316d,ELEC-1127,228,0
43f5eaa4,ELEC-1014,55,0
02c02d9b,ELEC-1125,216,0
d641f0f9,ELEC-1141,331,0
43b60f0a,ELEC-1099,352,0
290d2357,ELEC-1088,56,0
c21dad0e,ELEC-1059,49,0
3abe9c2e,ELEC-1114,205,0
469558b5,ELEC-1118,340,0
eadbfa67,ELEC-1051,307,0
8206b24c,ELEC-1159,91,0
8635497e,ELEC-1177,93,0
922e11ad,ELEC-1160,171,0
761e8941,ELEC-1157,371,0
e920329b,ELEC-1233,113,0
5bf2a80a,ELEC-1052,330,0
13e2c3eb,ELEC-1007,263,0
b5835f02,ELEC-1168,240,2
42ddec56,ELEC-1298,169,0
d257c6d2,ELEC-1060,51,0
4f68dbd9,ELEC-1232,298,0
8bfb2d9b,ELEC-1102,390,0
b3afb89c,ELEC-1041,290,0
d4267e43,ELEC-1292,141,0
a34f4552,ELEC-1291,301,0
e336b516,ELEC-1019,167,0
65dfb6f8,ELEC-1095,158,0
bb9a3bbf,ELEC-1072,16,0
47e03949,ELEC-1120,74,0
f7a3d43a,ELEC-1297,25,0
7c52cda9,ELEC-1154,274,0
214ffed6,ELEC-1291,90,0
9b2a8ba3,ELEC-1235,99,0
d0ca6af3,ELEC-1039,227,0
07e49094,ELEC-1113,158,0
336efc84,ELEC-1257,271,0
2a3c805b,ELEC-1101,24,0
3fc52cd7,ELEC-1083,315,0
480c0525,ELEC-1053,259,0
745bd85a,ELEC-1075,75,0
846c3713,ELEC-1012,244,0
ab88fc53,ELEC-1275,90,0
606552b9,ELEC-1156,138,0
d62f9e55,ELEC-1065,173,0
8c68a2ad,ELEC-1004,191,0
ca07bb0e,ELEC-1214,262,0
2506c749,ELEC-1244,90,0
faf3bce6,ELEC-1137,385,0
b03e3bb5,ELEC-1000,27,0
3c82a5bb,ELEC-1059,27,0
d2d781da,ELEC-1245,109,0
147ff2a2,ELEC-1161,148,1
289c922c,ELEC-1279,255,0
df742071,ELEC-1089,321,0
46c0da29,ELEC-1128,201,0
c2701976,ELEC-1287,308,0
3fd41053,ELEC-1285,386,0
455030c0,ELEC-1102,55,0
225a55fa,ELEC-1135,348,0
f3afc3e1,ELEC-1244,14,0
9ff2f24d,ELEC-1091,233,0
6bb275d8,ELEC-1164,128,0
f55ef0be,ELEC-1150,33,1
5a7b739e,ELEC-1239,173,0
ec7a5e91,ELEC-1113,226,0
8c1faf28,ELEC-1290,12,0
63dcf21d,ELEC-1223,64,0
15ede2ec,ELEC-1255,167,0
3d2fa38d,ELEC-1275,318,0
7cf2f91f,ELEC-1192,221,1
0cb8913e,ELEC-1019,103,0
ee3d2b81,ELEC-1029,356,0
08d85fdd,ELEC-1250,382,0
aad614e0,ELEC-1249,111,0
ec842091,ELEC-1178,258,0
b3424538,ELEC-1101,120,0
daf54ceb,ELEC-1065,304,0
776fa1ab,ELEC-1243,146,2
fd8326c7,ELEC-1152,334,0
706e6999,ELEC-1018,113,0
956da993,ELEC-1275,297,0
058c7fc1,ELEC-1072,166,0
6aa55725,ELEC-1173,224,0
e9e90a25,ELEC-1154,296,0
3913d966,ELEC-1083,333,0
bd2a8219,ELEC-1209,363,0
6a8e6ae7,ELEC-1034,382,0
0dd41b4c,ELEC-1131,169,0
7db0faeb,ELEC-1132,53,0
0b8fec55,ELEC-1290,261,0
b5c9b186,ELEC-1268,112,0
192e4696,ELEC-1217,146,0
0b13db65,ELEC-1169,235,0
b46f9bb3,ELEC-1283,220,0
cf00b1f7,ELEC-1162,96,0
c4d89db2,ELEC-1250,123,0
643ddff2,ELEC-1272,91,0
4091e64e,ELEC-1193,332,1
d1ee83c3,ELEC-1241,55,0
77fc180d,ELEC-1112,107,0
97e0a6ea,ELEC-1251,230,0
7a4eb510,ELEC-1252,311,0
e2c05d79,ELEC-1031,53,0
30455683,ELEC-1144,156,0
3188e769,ELEC-1095,322,0
e304c7e4,ELEC-1090,185,0
797459b3,ELEC-1210,327,0
2ad2d421,ELEC-1214,39,1
bfc560a1,ELEC-1145,334,0
8d74cc4e,ELEC-1068,323,0
5b748c2b,ELEC-1027,229,0
f937da73,ELEC-1268,29,0
0a638510,ELEC-1118,392,0
3e35ebea,ELEC-1174,394,0
f0760657,ELEC-1186,229,0
4352bbea,ELEC-1052,306,1
25cb0ce8,ELEC-1244,32,0
bb3eaca5,ELEC-1099,206,0
804c3600,ELEC-1038,110,0
98568ea6,ELEC-1158,34,0
b1a340a6,ELEC-1042,379,0
fceea946,ELEC-1241,266,0
281be851,ELEC-1058,357,0
7bbce0b8,ELEC-1140,322,0
c79846f3,ELEC-1104,25,0
4d630e8e,ELEC-1030,394,0
9ada5f56,ELEC-1137,48,0
71c837e3,ELEC-1274,394,0
baf7687e,ELEC-1048,328,0
51f30332,ELEC-1256,226,0
53da9380,ELEC-1084,385,2
2e1aaf02,ELEC-1214,65,1
b800496c,ELEC-1145,165,0
1f5a8d87,ELEC-1238,40,0
0a560ab0,ELEC-1002,269,0
7232d053,ELEC-1189,88,0
af719a7d,ELEC-1293,324,0
8681e3d2,ELEC-1188,140,0
3cea840e,ELEC-1197,130,0
30a89855,ELEC-1065,228,0
1d918e77,ELEC-1043,374,0
27ede2fd,ELEC-1035,288,1
e5ed4aa5,ELEC-1084,326,0
745b593f,ELEC-1123,330,1
fbbbcea1,ELEC-1287,374,0
7ba0dd58,ELEC-1256,187,0
9146e7b0,ELEC-1236,382,0
10154109,ELEC-1034,167,0
5b40f212,ELEC-1144,175,0
1c22af17,ELEC-1223,382,0
42ba2f20,ELEC-1157,60,0
c6a75617,ELEC-1093,261,0
38b9ab40,ELEC-1289,322,1
8e0684b6,ELEC-1188,347,0
6b4a9b1d,ELEC-1155,153,0
36e2902e,ELEC-1159,310,0
67699dce,ELEC-1093,392,0
50c32b0a,ELEC-1124,48,0
8c8d7f72,ELEC-1141,375,0
833bd5d0,ELEC-1223,161,0
78f25ce3,ELEC-1231,217,0
3be54d8b,ELEC-1296,271,0
d7e8bc30,ELEC-1071,203,0
81768f7e,ELEC-1080,208,0
6b0d8d1f,ELEC-1174,191,0
564da1c4,ELEC-1263,318,0
ae48aa03,ELEC-1189,95,0
9cfafc74,ELEC-1151,271,0
98ac7e5c,ELEC-1276,31,0
576dcc49,ELEC-1161,390,0
1be08684,ELEC-1106,133,0
121f360b,ELEC-1152,174,0
a091eb30,ELEC-1101,44,0
b72c0f63,ELEC-1090,180,0
782d8a50,ELEC-1036,41,0
cdc6484a,ELEC-1028,361,0
bf7d0d61,ELEC-1037,211,0
a957b9be,ELEC-1074,163,0
80f3567d,ELEC-1037,272,1
ec9ca987,ELEC-1215,306,0
5095c009,ELEC-1134,345,0
df7c6e8e,ELEC-1150,192,0
51ff2f60,ELEC-1016,81,0
9d176af6,ELEC-1234,64,0
abd85427,ELEC-1165,208,0
9acb4b9f,ELEC-1054,393,0
738962d0,ELEC-1013,166,0
2c87eae8,ELEC-1193,56,0
43e4ab5e,ELEC-1299,80,0
70defd9f,ELEC-1231,12,0
78845f93,ELEC-1273,86,0
906d8781,ELEC-1183,155,1
44095c72,ELEC-1250,166,0
04d1c223,ELEC-1141,248,0
548bed9d,ELEC-1148,263,2
2d0b466f,ELEC-1100,295,0
ceb9cec4,ELEC-1002,359,0
33466b56,ELEC-1283,151,0
e641c17f,ELEC-1139,69,0
fa90e7c0,ELEC-1055,84,0
9ec4877d,ELEC-1223,262,0
3a93c7e8,ELEC-1129,318,0
0994a351,ELEC-1006,242,0
b38efb6a,ELEC-1103,281,0
7c4f1dd6,ELEC-1057,342,0
3a8e86d3,ELEC-1182,25,0
4f5595b6,ELEC-1275,143,0
33378b69,ELEC-1194,44,0
83e5dc50,ELEC-1185,196,0
1a21ae48,ELEC-1240,336,0
1a39aff1,ELEC-1071,209,1
e55a0379,ELEC-1072,323,0
ecd75055,ELEC-1220,285,0
eda03e99,ELEC-1017,254,0
c96b6417,ELEC-1207,231,0
5d586a27,ELEC-1229,51,1
eddd0030,ELEC-1169,232,0
9fdc61b0,ELEC-1268,42,0
abf151e7,ELEC-1186,310,0
22e0bfd6,ELEC-1195,271,0
c5c59712,ELEC-1295,125,0
f34392be,ELEC-1143,313,0
4aca851c,ELEC-1114,329,0
87837631,ELEC-1163,397,0
1e19ace3,ELEC-1101,73,0
35c11137,ELEC-1269,385,0
7c45a8c8,ELEC-1117,345,0
7b912559,ELEC-1235,243,0
22411acb,ELEC-1013,335,0
8e3d495b,ELEC-1221,69,0
7aaeb47f,ELEC-1000,390,0
4e2d5aa3,ELEC-1076,132,0
c8311d7b,ELEC-1172,140,0
623eb8bb,ELEC-1193,276,0
cd64b9f6,ELEC-1264,358,0
a552c3ab,ELEC-1108,83,0
347b403f,ELEC-1292,254,0
376bc1f6,ELEC-1162,109,0
31cb6136,ELEC-1210,340,1
fcbe1b03,ELEC-1207,234,0
e96e2451,ELEC-1134,288,0
7b8c8d10,ELEC-1056,395,0
