SKU,Supplier,Purchase,Net Sales price,Tax numerical (1 = ermeassigt),Frozen numerical,Weight,A B C,Unit_sold_day,Sales
2000000196,Green Leaf Distribution,14.95,28.80536232,1,0,1060.0,A,1.6704777470210421,2189.137223022132
2000000012,Alpine Dairy Group,0.79,1.396299457,1,0,85.0,A,23.69140856374099,2038.5900176167
2000000022,Artisan Bakery Wholesalers,0.85,2.020448792,1,0,68.0,A,15.870538311981338,2024.093102562748
2000000020,Global Grains Co.,1.3,1.947430478,1,0,105.0,A,15.862598684671255,1948.8621769264107
2000000027,Highland Honey,1.55,2.753591654,1,0,80.0,A,11.625859888712649,1932.2911192387865
2000000019,Organic Oasis,0.79,1.681788703,1,0,120.0,A,18.1778468620707,1885.5587358947519
2000000015,Mountain Meat Co.,0.79,1.450611205,1,0,106.0,A,19.514198834967093,1862.919176154663
2000000018,Peak Protein Supplies,0.9,1.64737983,1,0,135.0,A,15.447708086506035,1707.0970828748775
2000000026,Golden Wheat Mills,1.3,1.878582781,1,0,105.0,A,14.070432377137456,1700.839462426264
2000000092,Eco-Groceries,6.15,10.6555615,1,0,670.0,A,2.3492408753844622,1681.8229496202155
2000000024,Global Grains Co.,0.89,1.740091623,1,0,120.0,A,13.340582223194229,1447.7853244882533
2000000029,Mountain Meat Co.,1.35,2.642596491,1,0,240.0,A,8.409252284286,1410.0209867804442
2000000036,City Deli Partners,1.59,2.710854503,1,0,140.0,A,7.868148928277816,1288.6930062673862
2000000167,Artisan Bakery Wholesalers,4.29,10.58557692,1,1,600.0,A,2.0028504110473913,1284.4299128702503
2000000112,Pure Springs Beverages,4.45,10.51703704,1,1,560.0,A,2.043241307774297,1279.8502978020572
2000000030,Savory Sauces Ltd,1.1,2.222828947,1,0,80.0,A,8.034056030375659,1269.925853091473
2000000031,Bistro Basics,1.77,3.08670282,1,0,15.0,A,7.448918646558755,1261.8556864873465
2000000084,Alpine Dairy Group,3.15,5.894136364,1,0,600.0,A,2.9605145880185333,1169.216915274899
2000000144,Green Leaf Distribution,3.75,7.599784173,1,0,600.0,A,1.947552615227509,1073.3927769339577
2000000228,Nature's Pantry,5.15,12.58545455,1,1,525.0,A,1.4273628435947532,1037.4215886124582
2000000045,Coastal Crustaceans,1.6,3.185483871,1,0,105.0,A,5.286643571971187,1023.6393190826564
2000000054,Bistro Basics,2.34,3.534173228,1,0,185.0,A,4.980985761208611,986.323080540556
2000000043,Riverside Rice,1.39,2.943786127,2,0,200.0,A,5.472043172243064,980.6832093985454
2000000052,Pure Springs Beverages,1.6,3.168423077,1,0,105.0,A,5.34729710164187,968.1428306289134
2000000035,Ocean Catch Inc,1.49,2.687427184,1,0,300.0,A,6.408706475042871,963.237282756908
2000000023,Coastal Crustaceans,0.89,1.27129506,1,0,140.0,A,12.415314016169015,953.3759682416239
2000000121,Nature's Pantry,3.69,7.779370079,1,0,355.0,A,2.056529391181231,945.0278641391778
2000000094,Coastal Crustaceans,2.8,5.023,1,0,40.0,A,2.865026796485411,930.6773633836689
2000000025,Coastal Crustaceans,0.69,1.486475038,1,0,120.0,A,11.162279430748747,920.3588202300945
2000000060,Nordic Frozen Foods,1.82,3.444860558,1,0,180.0,A,4.420389827470644,917.3122242995989
2000000079,Savory Sauces Ltd,1.89,3.617053942,1,0,160.0,A,3.7241355688936553,910.1961354552028
2000000048,City Deli Partners,1.39,2.833216783,2,0,200.0,A,5.3661895150397445,905.8798675076468
2000000049,Artisan Bakery Wholesalers,1.39,2.83506993,2,0,200.0,A,5.17473735044702,877.1774814262055
2000000028,Eco-Groceries,0.91,1.676956522,1,0,145.0,A,8.637939207626308,873.5090617714936
2000000046,City Deli Partners,1.49,3.055386905,1,0,120.0,A,4.231178670332491,854.5121970560411
2000000047,Organic Oasis,1.39,2.679372937,2,0,200.0,A,5.089116153182951,815.4471609256112
2000000050,Global Grains Co.,1.59,3.075704225,1,0,60.0,A,4.357813651823245,809.9043031633202
2000000091,Artisan Bakery Wholesalers,2.15,4.57,1,0,100.0,A,3.0189077857965287,808.0753597495651
2000000063,Ocean Catch Inc,2.29,4.036289593,1,0,169.0,A,3.59925848474055,802.6526383895664
2000000051,Mountain Meat Co.,1.65,3.037877698,1,0,120.0,A,4.304287061626877,787.3861845256213
2000000336,Savory Sauces Ltd,4.65,11.39068966,1,1,600.0,A,1.1182239935294547,764.2405484893395
2000000236,Fresh Harvest Ltd,4.78,10.8362963,1,0,1000.0,A,1.1295481543222168,762.6535361344481
2000000120,Valley Veggies,2.15,4.639428571,1,0,100.0,A,2.53079896782169,758.6790209199927
2000000070,Savory Sauces Ltd,1.98,3.677368421,1,0,500.0,A,3.1949150206259476,747.2892521803908
2000000034,Golden Wheat Mills,0.69,1.624561404,1,0,112.0,A,7.447241557349265,725.9100718005706
2000000123,Nature's Pantry,3.69,7.002698413,1,0,376.0,A,1.7234562964637927,707.2904319171455
2000000042,Alpine Dairy Group,0.85,1.73974212,2,0,230.0,A,6.6260845536303785,701.7139113944759
2000001029,Savory Sauces Ltd,39.95,71.423,2,0,,A,0.15371971382277724,658.7473870901038
2000000077,Mountain Meat Co.,1.75,3.273347826,1,0,160.0,A,3.142918193898807,657.2802279557208
2000000073,Coastal Crustaceans,1.95,3.1,1,0,165.0,A,3.6649332825575063,655.0032501126475
2000000115,Pure Springs Beverages,2.7,5.951008403,1,0,200.0,A,2.022596950585768,646.1695408786164
2000000058,Fresh Harvest Ltd,1.24,2.478249027,1,0,20.0,A,4.170097964035768,629.8759906871293
2000000089,Pure Springs Beverages,1.55,3.634719101,1,0,40.0,A,2.793188891969997,626.7528379892485
2000000038,Artisan Bakery Wholesalers,0.71,1.554252874,1,0,200.0,A,5.855160876284957,623.4132706230331
2000000181,Pure Springs Beverages,3.25,5.843363636,1,0,414.0,A,1.5677625161280988,616.9657424677429
2000000090,Mediterranean Delights,1.63,3.064042553,1,0,105.0,A,2.957781034436744,604.8994746302872
2000000069,Riverside Rice,1.15,2.238196721,2,0,200.0,A,4.306361114272207,597.9126945573665
2000000057,Fresh Harvest Ltd,1.2,2.78688716,2,0,200.0,A,3.504117065398763,588.2235388018316
2000000074,Nordic Frozen Foods,1.29,2.35367713,1,0,70.0,A,3.9915758284422136,561.1763585521937
2000000040,Eco-Groceries,1.05,1.773534483,1,0,115.0,A,5.5072124971718,558.7391476135414
2000000425,Golden Wheat Mills,5.35,13.253125,1,1,500.0,A,0.668510749789969,554.7040610353026
2000000072,Eco-Groceries,1.29,2.401076233,1,0,70.0,A,3.9459172754914014,551.1657250885664
2000000334,Mountain Meat Co.,3.75,9.196065574,1,1,350.0,A,0.9346122051879955,542.3586854525994
2000000118,Bistro Basics,1.82,3.731363636,1,0,180.0,A,2.3576486752418826,527.8346720471076
2000000554,Highland Honey,5.35,13.07264706,1,1,500.0,A,0.646947624858829,522.8160196745522
2000000080,City Deli Partners,1.6,3.161393035,1,0,100.0,A,2.8963805415367054,518.4439581166434
2000000368,Alpine Dairy Group,4.52,10.94673077,2,0,,A,0.7832549758255619,514.4448806215805
2000000068,Coastal Crustaceans,1.19,2.288820961,1,0,130.0,A,3.7911916574713644,505.19877852087467
2000000163,Mountain Meat Co.,1.79,4.776770833,1,0,186.0,A,1.9116887207089048,496.21307348494986
2000000102,Mediterranean Delights,1.59,2.898947368,1,0,122.0,A,2.865192106573792,495.10519601595126
2000000226,Green Leaf Distribution,2.45,6.494642857,1,1,500.0,A,1.2171000088384716,491.84363690505785
2000000039,Highland Honey,0.69,1.655014837,2,0,230.0,A,5.426446317565719,490.79127064792004
2000000155,Sun-Kissed Fruits,2.55,5.086972477,1,0,59.0,A,1.6194513951827005,485.38022140589396
2000000190,Mountain Meat Co.,2.35,5.755,1,1,200.0,A,1.5529254803971504,484.33241015070354
2000000056,Pure Springs Beverages,0.89,1.667348485,1,0,123.0,A,4.759473605819031,481.61496363434975
2000000197,Mountain Meat Co.,2.91,4.960674157,1,0,124.0,A,1.6536504188692205,481.3758196287707
2000000479,Tropical Tastes,3.35,9.215227273,1,1,350.0,A,0.8042122512690808,477.1960120068011
2000000214,Mountain Meat Co.,3.19,6.067613636,1,0,480.0,A,1.2497209331115884,476.6346373106663
2000000532,Bistro Basics,5.09,12.56,1,1,525.0,A,0.6638841792465987,471.71436793689264
2000000066,Golden Wheat Mills,0.85,2.071541667,1,0,75.0,A,3.693240634014921,464.8527711425818
2000000099,Urban Spices Ltd,1.77,3.180710059,1,0,15.0,A,2.2773058598174716,461.9407516552013
2000000608,Coastal Crustaceans,5.59,13.72366667,1,1,400.0,A,0.5581482817920922,459.59045819324456
2000000098,Mountain Meat Co.,1.59,2.580740741,1,0,28.0,A,2.9063541935539323,455.65821040842826
2000000258,Fresh Harvest Ltd,2.75,6.374337349,1,0,200.0,A,1.045712949085141,454.7304245103278
2000000402,Tropical Tastes,3.35,7.263207547,1,0,500.0,A,0.9446275798840242,454.5429835954439
2000000177,Nature's Pantry,1.59,4.003106796,1,0,400.0,A,1.7895883155192622,447.20185106357707
2000000149,Golden Wheat Mills,1.38,3.348709677,1,0,500.0,A,2.018405028632136,445.0207987102027
2000000071,City Deli Partners,1.15,2.222040816,1,0,70.0,A,3.157933246903964,444.6152222757705
2000000347,Eco-Groceries,4.15,10.19703704,1,1,240.0,A,0.7394082340178441,444.16118177976034
2000000139,Nordic Frozen Foods,1.09,3.261145038,1,0,150.0,A,2.0378330936683886,442.669157185686
2000000075,Highland Honey,0.72,1.98492891,1,0,150.0,A,3.905448835663316,442.0756976628405
2000000055,Ocean Catch Inc,0.65,1.573370787,1,0,105.0,A,4.68892333852425,440.99323995529573
2000000076,Peak Protein Supplies,0.89,1.728685446,2,0,230.0,A,4.293244117006378,439.1153934230329
2000000441,Nature's Pantry,4.29,10.33613636,1,1,500.0,A,0.7079198640429474,439.02937497644507
2000000212,Bistro Basics,2.65,5.377789474,1,0,207.0,A,1.195191726425736,436.1510722240316
2000000206,Alpine Dairy Group,1.99,4.676875,1,0,188.0,A,1.6651445055334062,434.6608024815425
2000000623,Pure Springs Beverages,8.95,18.0332,1,0,360.0,A,0.4483691441212396,433.15341692087145
2000000116,Urban Spices Ltd,1.95,3.5676,1,0,165.0,A,2.123045203255353,430.3509129053293
2000000083,Valley Veggies,1.29,2.371055276,1,0,70.0,A,3.021963029764164,427.7649108319534
2000000249,Nordic Frozen Foods,2.79,5.812948718,1,0,326.0,A,1.1538350742028132,418.528288795438
2000000617,Coastal Crustaceans,4.69,11.5703125,1,1,600.0,A,0.5461188675587905,418.3458842639732
2000000168,Fresh Harvest Ltd,1.69,3.452772277,1,0,210.0,A,2.055727831617622,417.6081358723169
2000000507,Tropical Tastes,5.15,12.88028571,1,1,600.0,A,0.5986335840287417,415.18462463999543
2000000113,Artisan Bakery Wholesalers,1.59,2.555263158,1,0,115.0,A,1.8887785083579094,407.55642924789555
2000000124,Mountain Meat Co.,2.09,3.214076923,1,0,145.0,A,2.0645624408888326,404.36068350532867
2000000397,Nature's Pantry,3.25,7.878,1,1,440.0,A,0.7587212652596496,402.546535115431
2000000387,Nordic Frozen Foods,3.06,7.096666667,1,1,500.0,A,0.9820452144878994,401.42865825184674
2000000082,Peak Protein Supplies,0.85,1.670458333,1,0,131.0,A,3.4871395353086636,401.3480702108265
2000000156,Ocean Catch Inc,1.89,3.828666667,1,0,200.0,A,1.8363539748187807,399.04468184697186
2000000495,Golden Wheat Mills,4.45,10.83289474,1,1,600.0,A,0.6447811691912512,398.136252426461
2000000171,Ocean Catch Inc,1.95,4.179557522,1,0,180.0,A,1.4255644833443213,396.04697049334675
2000000096,Peak Protein Supplies,1.26,2.415279503,1,0,100.0,A,2.7812905812603264,390.915417577802
2000000417,Savory Sauces Ltd,3.6,7.758666667,1,0,150.0,A,0.8550865251207889,389.4064035230765
2000000460,Artisan Bakery Wholesalers,3.49,8.635384615,1,1,360.0,A,0.8083328355332597,388.90047478698744
2000001019,Green Leaf Distribution,8.45,33.214,2,0,,A,0.1949780507316685,388.56005854238623
2000000290,Alpine Dairy Group,2.25,5.661142857,1,0,220.0,A,1.07488665643974,387.2328038308546
2000000065,Fresh Harvest Ltd,0.69,1.368064516,1,0,75.0,A,4.466232065713421,382.0092138977932
2000000198,Golden Wheat Mills,1.78,3.802197802,1,0,480.0,A,1.6433779083680224,379.0725041968905
2000000194,Tropical Tastes,2.15,4.611978022,1,0,100.0,A,1.3465126994806293,372.60521849724637
2000000269,Fresh Harvest Ltd,1.35,3.914936709,1,0,32.0,A,1.4184661298060859,370.7351026056377
2000000161,Tropical Tastes,1.75,3.187669903,1,0,200.0,A,2.0092672307746198,369.92675327301293
2000000140,Green Leaf Distribution,2.19,3.757777778,1,0,200.0,A,1.6250297479565625,369.54857540160265
2000000332,Highland Honey,2.6,6.410344828,1,1,230.0,A,0.9541599585714791,366.9896612944582
2000000041,Organic Oasis,0.58,1.135722222,1,0,70.0,A,5.326536483155057,364.99570498007455
2000000101,Global Grains Co.,1.45,2.706258065,1,0,240.0,A,2.2390142078374344,361.23049606214175
2000000148,Nordic Frozen Foods,1.54,3.074273504,1,0,80.0,A,1.8878269067488243,360.5482089603544
2000000791,Global Grains Co.,6.99,17.19842105,1,1,600.0,A,0.3463227540681024,357.37227263659395
2000000100,Fresh Harvest Ltd,1.05,2.14275641,1,0,55.0,A,2.7729707896246745,356.508056095323
2000000235,Nordic Frozen Foods,1.89,3.848860759,1,0,200.0,A,1.5217689439932978,355.93005008507856
2000000239,Nordic Frozen Foods,1.69,4.043417722,1,0,280.0,A,1.4473453007485881,355.63500724470885
2000000327,Savory Sauces Ltd,2.5,4.957727273,1,0,650.0,A,1.0650017005252599,354.3856336684913
2000000138,Nature's Pantry,1.59,2.819430894,1,0,350.0,A,2.005160239827023,353.5777217551293
2000000081,Fresh Harvest Ltd,0.79,1.607731481,1,0,100.0,A,3.6131492972903003,353.4474243577472
2000000247,Eco-Groceries,1.95,3.638555556,1,0,500.0,A,1.3391124021145668,346.1993196355717
2000000546,Artisan Bakery Wholesalers,3.5,9.063142857,2,0,,A,0.6184413936974291,346.19257849980306
2000000456,Bistro Basics,4.0,10.05435897,1,1,400.0,A,0.6313976100920702,345.46553142947033
2000000093,Alpine Dairy Group,0.72,1.866176471,1,0,150.0,A,3.011093091130952,343.21052093737654
2000000317,Mountain Meat Co.,2.89,6.226065574,1,0,220.0,A,0.9153625936722168,341.9464518066778
2000000178,Alpine Dairy Group,1.45,2.807788462,1,0,65.0,A,1.9245448970189087,340.5977911384797
2000000476,Valley Veggies,4.95,10.54060606,2,0,,A,0.6688250626357835,340.45479482718935
2000000579,Valley Veggies,3.79,9.368857143,1,1,600.0,A,0.5430766696628101,333.90050767549144
2000000622,Alpine Dairy Group,4.59,10.7725,1,1,700.0,A,0.4487737275186634,331.5027414411077
2000000287,Mountain Meat Co.,3.19,5.608970588,1,0,455.0,A,0.9609583036821486,328.2260655205967
2000000200,Nordic Frozen Foods,1.75,3.386344086,1,0,210.0,A,1.545818994721184,328.19647828108407
2000000453,Global Grains Co.,3.75,9.345555556,1,1,350.0,A,0.694095095080302,325.8437494576121
2000000227,Global Grains Co.,2.45,4.605584416,1,0,500.0,A,1.2200411763109005,324.4974018474754
2000000110,Organic Oasis,1.29,2.369640288,1,0,70.0,A,2.2501140613862862,322.23589979974565
2000000295,Coastal Crustaceans,1.99,4.614032258,1,0,188.0,A,1.2198620153282083,322.1223939990597
2000000185,Global Grains Co.,1.6,3.223009709,1,0,70.0,A,1.5326918648151293,321.35224324408165
2000000292,Sun-Kissed Fruits,1.99,4.937213115,1,1,230.0,A,1.172082422260808,320.90551192026135
2000000558,Pure Springs Beverages,3.09,8.31125,1,1,560.0,A,0.6528794252395704,315.70874897584747
2000000293,Nordic Frozen Foods,2.55,4.96057971,1,0,59.0,A,1.0093292677419645,314.06656523883595
2000000207,Tropical Tastes,1.69,3.698,1,0,290.0,A,1.3523499517705262,314.01565887414307
2000000061,Global Grains Co.,0.65,1.577183673,1,0,100.0,A,3.312443638866569,312.18569426693443
2000000053,Valley Veggies,0.69,1.396175299,1,0,60.0,A,4.045960815132143,311.6190127593205
2000000491,Mountain Meat Co.,2.88,7.136744186,1,1,165.0,A,0.6734899607882127,310.020898734529
2000000210,Bistro Basics,1.66,3.269270833,1,0,80.0,A,1.3968131086059346,309.45161931728614
2000000062,Fresh Harvest Ltd,0.65,1.579214876,1,0,105.0,A,3.2686096074179716,308.435687325167
2000000117,City Deli Partners,1.45,2.191544118,1,0,240.0,A,2.266652099864001,307.0798447111207
2000000152,Global Grains Co.,1.4,2.580970149,1,0,105.0,A,1.6179626381760484,302.4715558990197
2000000218,Peak Protein Supplies,2.29,3.911566265,1,0,120.0,A,1.287895467418224,302.261307869461
2000000467,Mediterranean Delights,3.65,7.886578947,1,1,500.0,A,0.7007838538006429,300.0255902078781
2000000419,Mountain Meat Co.,2.75,5.317173913,1,0,567.0,A,0.9111581231619277,290.68717217541695
2000000191,Mediterranean Delights,1.65,2.817446809,1,0,92.0,A,1.6980451274618187,290.13565906902454
2000000059,Sun-Kissed Fruits,0.99,1.377863636,1,0,75.0,A,3.9665750254685888,288.5730929697845
2000000607,Peak Protein Supplies,4.15,10.15225806,1,1,600.0,A,0.45361928524071576,285.52612290191615
2000000282,Fresh Harvest Ltd,1.99,3.623846154,1,0,400.0,A,1.1523143586725773,283.22884923686155
2000000273,Valley Veggies,1.75,4.520285714,1,0,800.0,A,1.0325254776048431,280.0386098831814
2000000184,Coastal Crustaceans,1.19,2.430104167,1,0,50.0,A,1.8953601387101568,279.2643580122825
2000000366,Urban Spices Ltd,2.15,4.177936508,1,0,500.0,A,0.9331716956312319,278.0605154902248
2000000497,Bistro Basics,3.19,6.780731707,1,0,225.0,A,0.6639727259033228,276.8865862787298
2000000104,Tropical Tastes,0.72,1.880066667,1,0,150.0,A,2.430674053935019,276.0299557217012
2000000699,Nature's Pantry,6.09,14.695,1,1,400.0,A,0.3258825311999621,274.8379917933835
2000000125,City Deli Partners,0.7,1.711079137,1,0,60.0,A,2.4419184488330132,272.2433831068086
2000000119,Sun-Kissed Fruits,0.85,1.836521739,1,0,200.0,A,2.301908383442613,269.25953566612736
2000000248,Savory Sauces Ltd,1.55,3.615657895,1,0,150.0,A,1.2367073180036727,268.29063459852557
2000000281,Savory Sauces Ltd,1.82,3.648428571,1,0,180.0,A,1.2073101283997871,268.1173336452362
2000000108,Green Leaf Distribution,0.65,1.577361111,1,0,105.0,A,2.8201981696015044,266.90825510136904
2000000309,Bistro Basics,1.89,3.736833333,1,0,307.0,A,1.2092410909099702,266.67929006953904
2000000306,Valley Veggies,2.5,5.163684211,1,0,210.0,A,0.9333171903691345,265.84185360963994
2000000179,Artisan Bakery Wholesalers,1.95,3.2028,1,0,230.0,A,1.3653274437191683,265.02246889356076
2000000088,Sun-Kissed Fruits,0.79,1.617297297,1,0,120.0,A,2.6768993195124344,264.0422889514729
2000000382,Riverside Rice,2.79,5.436078431,1,0,252.0,A,0.808312881128953,263.6431331343423
2000000279,Sun-Kissed Fruits,1.9,4.003125,1,0,450.0,A,1.179687905578314,262.813949051447
2000000712,Pure Springs Beverages,3.9,9.586666667,1,1,510.0,A,0.43226963738732954,259.4519952488483
2000000147,Sun-Kissed Fruits,1.15,2.267933884,1,0,5.0,A,1.7929622055374306,258.96036233872724
2000000064,Eco-Groceries,0.45,1.256359223,1,0,200.0,A,4.00154495401254,258.90996238699637
2000000109,Nature's Pantry,0.95,2.368244275,2,0,200.0,A,1.9183837598207043,258.7649468029458
2000000202,Artisan Bakery Wholesalers,1.0,3.389462366,1,0,70.0,A,1.2033401368272965,258.62514398488094
2000000535,Ocean Catch Inc,4.68,8.866176471,1,0,50.0,B,0.4999933037405199,258.3822538649014
2000000209,Bistro Basics,1.05,2.926483516,1,0,100.0,B,1.3656424103456364,256.71828015075783
2000000141,Peak Protein Supplies,0.72,1.938125,1,0,150.0,B,2.2864185536860058,256.71355631078916
2000000215,Mountain Meat Co.,1.19,2.382268041,1,0,45.0,B,1.549262510241845,255.71684347620396
2000000189,Coastal Crustaceans,1.21,2.687888889,1,0,60.0,B,1.654557927267306,255.48134559579162
2000000633,Fresh Harvest Ltd,3.95,7.578666667,1,0,360.0,B,0.5006942078207911,252.9729668669668
2000000222,Ocean Catch Inc,1.3,2.876666667,1,0,150.0,B,1.3783947768259832,252.41770296007286
2000000314,Urban Spices Ltd,2.15,4.378245614,1,0,500.0,B,1.0269586918181712,252.08637152076793
2000000594,Green Leaf Distribution,2.88,7.052058824,1,1,165.0,B,0.5427034031636218,251.85289348673513
2000000755,Nature's Pantry,5.09,12.50227273,1,1,500.0,B,0.3028016329369836,249.85676744293772
2000000489,Organic Oasis,2.94,5.8735,1,1,450.0,B,0.7061464015299923,248.85305335074193
2000000231,Nature's Pantry,1.82,3.803461538,1,0,180.0,B,1.0987972617947912,247.57988625883604
2000000379,City Deli Partners,2.0,4.065714286,2,0,,B,0.9221527306445219,247.00674554487617
2000000142,Global Grains Co.,0.88,1.846833333,1,0,39.0,B,2.154057703107127,246.92186288529763
2000000127,Fresh Harvest Ltd,1.17,2.165348837,1,0,120.0,B,1.8367210477838336,246.26461937258227
2000001016,Valley Veggies,4.7,10.0,1,0,360.0,B,0.19271393070899304,242.8195526447673
2000000525,Valley Veggies,2.95,5.531052632,1,0,600.0,B,0.6910035010771773,242.05852642733524
2000000448,Global Grains Co.,2.79,6.589767442,1,1,450.0,B,0.6120347629172543,241.99000522627935
2000000044,Eco-Groceries,0.29,0.8030463576,1,0,80.0,B,5.132720544929685,240.15190738965876
2000000660,Savory Sauces Ltd,4.68,8.640769231,1,0,50.0,B,0.44498839189667494,239.93062107722233
2000000095,Valley Veggies,0.75,1.704311377,1,0,120.0,B,2.3100358846530464,237.64424581110916
2000000107,Highland Honey,0.63,1.65,1,0,120.0,B,2.728959450694092,236.6290149575465
2000000663,Savory Sauces Ltd,3.29,8.105769231,1,1,400.0,B,0.46742817281878374,236.4251697928268
2000000777,Coastal Crustaceans,7.05,12.42736842,2,0,1000.0,B,0.3169294542568591,236.31594546711275
2000000324,Mediterranean Delights,1.75,3.747213115,1,0,100.0,B,1.0309611290738188,235.6570948836935
2000000087,City Deli Partners,0.69,1.485882353,1,0,75.0,B,2.8529473253024817,234.99603074774183
2000000642,Organic Oasis,3.79,9.072222222,1,1,360.0,B,0.4301894925504638,234.1664804449691
2000001025,Valley Veggies,14.05,27.296,1,0,30.0,B,0.1426600645565553,233.64294728141542
2000000254,Bistro Basics,3.25,3.271125,1,0,414.0,B,1.098500049267648,233.0809280842252
2000000575,Global Grains Co.,4.29,10.3862963,1,1,560.0,B,0.4426808749915198,232.7643708405576
2000000399,Tropical Tastes,2.5,5.013,2,0,350.0,B,0.7422675731857473,232.56170902375945
2000000296,Pure Springs Beverages,1.99,4.053,1,0,120.0,B,1.031249162691375,231.48846596349358
2000000307,Pure Springs Beverages,1.69,3.537941176,1,0,280.0,B,0.991840256128617,230.91960860941538
2000000337,Tropical Tastes,1.6,3.231311475,1,0,70.0,B,1.1099427938355904,230.2956043083508
2000000234,Valley Veggies,1.17,2.704810127,1,0,150.0,B,1.4170533459300625,229.97161434051534
2000000776,Coastal Crustaceans,4.24,10.49157895,1,1,400.0,B,0.3647961956433436,229.63728515333537
2000000488,Organic Oasis,3.75,6.623421053,1,0,454.0,B,0.6030505584566024,227.67269257552977
2000000323,Tropical Tastes,1.45,3.546428571,1,1,500.0,B,1.1439828507401382,227.19499415699144
2000000224,Tropical Tastes,1.27,2.6872,1,0,47.0,B,1.5345370113522858,226.29555306768864
2000000085,Nature's Pantry,0.69,1.469491525,1,0,75.0,B,2.710166041685687,226.17567509103378
2000000542,Nature's Pantry,3.32,6.918857143,1,0,110.0,B,0.5271578470923732,225.27625454890568
2000000086,Highland Honey,0.65,1.347891892,1,0,70.0,B,2.766465478657078,223.73378329702928
2000000346,Golden Wheat Mills,0.99,4.834038462,2,0,,B,0.8097287556189988,222.04529159186862
2000000097,Valley Veggies,0.89,1.621870968,1,0,120.0,B,2.370380034288632,220.69993956289596
2000000159,Golden Wheat Mills,0.88,1.875467626,1,0,47.0,B,1.5226986268827996,220.52905835670944
2000000265,Nordic Frozen Foods,1.21,2.944305556,1,0,60.0,B,1.2464178979629519,220.19010849097182
2000000242,Bistro Basics,1.09,2.235113636,1,0,80.0,B,1.4302290986032935,219.20396998235046
2000000412,Pure Springs Beverages,1.99,4.101702128,1,0,170.0,B,0.8853447396370511,217.88522414616196
2000000153,Fresh Harvest Ltd,1.39,2.501028037,1,0,18.0,B,1.4960836258143373,216.41456167793234
2000000211,Mediterranean Delights,1.27,2.731818182,1,0,47.0,B,1.451874277582867,215.5777088595507
2000000651,Mediterranean Delights,4.25,8.5384,1,1,500.0,B,0.43744336819958063,215.48460319168916
2000000694,Tropical Tastes,4.68,8.797391304,1,0,50.0,B,0.4253330676631188,215.15473227738863
2000000162,Nordic Frozen Foods,0.7,1.708918919,1,0,60.0,B,2.0172823379070413,214.57474023314668
2000000170,Nature's Pantry,0.72,1.958080808,1,0,150.0,B,1.8794476529853288,214.3123103124741
2000000129,Highland Honey,0.75,1.6325,2,0,330.0,B,1.9832148106037986,213.05484782866313
2000000106,Tropical Tastes,0.55,1.262716763,1,0,160.0,B,2.3888752502402175,212.99991772039812
2000000420,Riverside Rice,1.66,3.6128,1,0,80.0,B,0.8970018357417384,211.3492325234904
2000000172,Savory Sauces Ltd,0.72,1.998269231,1,0,150.0,B,1.7259598700888894,210.99351776580764
