session_id,sku_id,duration_sec,action
ba4bcae2,ELEC-1089,278,0
ba27ee59,ELEC-1074,105,1
393e8ec9,ELEC-1024,182,0
065d85d5,ELEC-1044,364,0
1f6dc767,ELEC-1045,53,0
734ea90a,ELEC-1086,259,0
1299ad6e,ELEC-1068,66,0
852010d7,ELEC-1011,177,0
5c262c1e,ELEC-1015,267,0
cabc5b28,ELEC-1011,181,0
b9d47ee6,ELEC-1076,316,0
5ff0efc0,ELEC-1032,114,0
7570aa76,ELEC-1010,271,1
0c6b6dc5,ELEC-1005,89,0
953e80df,ELEC-1069,132,2
5cba560b,ELEC-1013,234,1
acb76c1f,ELEC-1000,187,0
4ea37f18,ELEC-1074,303,0
947be247,ELEC-1031,32,2
29eb9850,ELEC-1061,272,2
4392270a,ELEC-1036,131,1
e832f818,ELEC-1063,207,0
4d58af4f,ELEC-1040,47,0
da8b0ef2,ELEC-1087,387,0
1fe29ca3,ELEC-1020,174,0
a78690fc,ELEC-1067,203,1
56435ed6,ELEC-1081,141,0
68394eea,ELEC-1011,206,0
3a558a87,ELEC-1013,207,0
82db9e1d,ELEC-1015,15,0
67191b34,ELEC-1008,253,0
4cafae02,ELEC-1001,254,0
c8394096,ELEC-1005,251,0
e3d0b1d1,ELEC-1099,263,2
3b0f32e9,ELEC-1056,381,0
09d49573,ELEC-1023,195,0
5c771ab8,ELEC-1050,49,1
35de71f5,ELEC-1048,292,0
164c828d,ELEC-1082,345,0
9c3a9f94,ELEC-1014,143,0
7b799377,ELEC-1001,389,2
22ad5da0,ELEC-1098,262,0
8ca78079,ELEC-1096,147,0
15f6f6d5,ELEC-1098,15,1
e00dd3f4,ELEC-1029,213,2
a64d4390,ELEC-1038,102,0
602c1ed2,ELEC-1012,33,0
35a4c316,ELEC-1099,198,2
130b767a,ELEC-1056,252,0
010e0796,ELEC-1096,317,2
f69f62b6,ELEC-1066,105,0
e51c6e0d,ELEC-1010,221,0
f8cf8f19,ELEC-1047,154,0
243ec8a9,ELEC-1010,58,0
3c228dd6,ELEC-1059,354,0
9c11e50e,ELEC-1029,220,0
67ce9c8c,ELEC-1085,92,0
caecc45c,ELEC-1004,155,0
db505610,ELEC-1084,266,0
9d2f4cd6,ELEC-1034,315,0
97891748,ELEC-1048,167,0
9acb8b14,ELEC-1021,184,0
8ff6d292,ELEC-1099,80,0
e0e815e3,ELEC-1045,350,0
86bf2958,ELEC-1035,205,1
7017054a,ELEC-1029,52,0
e74a8fb6,ELEC-1024,372,2
3a0e25c4,ELEC-1005,130,0
f0f2a840,ELEC-1049,313,0
b5d26086,ELEC-1067,99,0
adcfb19a,ELEC-1078,191,0
e270907c,ELEC-1065,103,0
abad58bf,ELEC-1048,320,1
5d6266d4,ELEC-1067,182,0
2341504f,ELEC-1050,67,0
3643d159,ELEC-1055,295,0
4932efbb,ELEC-1043,357,0
7fe34427,ELEC-1048,123,0
2a7456c9,ELEC-1090,377,0
3b60cb2a,ELEC-1020,283,0
8e142a74,ELEC-1037,309,0
cca3afc7,ELEC-1085,136,0
242e3631,ELEC-1089,360,1
fdc22658,ELEC-1028,205,0
564fb3ff,ELEC-1038,208,0
54f9100b,ELEC-1055,333,0
a9677bc7,ELEC-1026,279,0
18ca6f83,ELEC-1069,84,0
2a9fde56,ELEC-1063,193,0
f8d302a1,ELEC-1091,283,2
a3a345e4,ELEC-1006,123,0
5475c229,ELEC-1038,345,0
202d26a2,ELEC-1025,75,0
0cdc146b,ELEC-1076,310,0
b93d1644,ELEC-1042,384,0
cf05271c,ELEC-1047,230,2
188a6d26,ELEC-1083,368,0
8c987d23,ELEC-1028,383,0
efd22f69,ELEC-1083,375,1
db05da13,ELEC-1079,195,0
a004b0e8,ELEC-1010,262,0
87051a4a,ELEC-1026,350,0
ce21b658,ELEC-1046,40,1
d78f2253,ELEC-1018,69,1
9a0dc1d2,ELEC-1059,167,0
58a21118,ELEC-1011,97,0
92cf03c0,ELEC-1008,378,0
8cf6cc16,ELEC-1099,88,0
44f7a21a,ELEC-1014,355,0
d1221c49,ELEC-1090,358,2
7742c80c,ELEC-1098,144,0
6f8f7943,ELEC-1067,326,0
5d6dde2a,ELEC-1069,93,0
29d6251b,ELEC-1081,184,0
53913e34,ELEC-1011,135,0
b43f50df,ELEC-1073,249,0
e812cb05,ELEC-1070,361,0
e7601097,ELEC-1033,173,0
f255b40d,ELEC-1023,313,2
b5912a42,ELEC-1080,147,0
ed698279,ELEC-1074,125,0
3f4e2bc1,ELEC-1095,132,0
f62d611d,ELEC-1098,19,2
73298a12,ELEC-1057,371,0
65c519eb,ELEC-1041,306,0
21f79896,ELEC-1033,182,0
38db79ae,ELEC-1010,306,0
4f83b0a6,ELEC-1006,219,0
06716104,ELEC-1000,266,0
81667faf,ELEC-1060,15,0
098182c5,ELEC-1085,229,0
0fc2c4e9,ELEC-1035,279,0
d785f5ac,ELEC-1038,223,0
d0c5dac2,ELEC-1025,272,1
e9bb73d6,ELEC-1087,143,0
17c454d6,ELEC-1077,27,2
6b954654,ELEC-1052,367,0
46ea4aaa,ELEC-1052,293,0
9ff4c8f8,ELEC-1005,199,1
9aeffdc0,ELEC-1050,389,0
a84ce148,ELEC-1077,263,0
5c5d2871,ELEC-1007,67,0
95ba383d,ELEC-1027,356,0
90a7dff2,ELEC-1025,51,0
7cb3d143,ELEC-1022,392,0
d0d17737,ELEC-1069,253,0
0fbdecd5,ELEC-1023,370,0
d5b570ed,ELEC-1068,57,1
3163f8aa,ELEC-1032,384,0
6757de5a,ELEC-1040,290,0
74363133,ELEC-1096,321,0
881bbe69,ELEC-1071,205,0
340e0113,ELEC-1018,202,0
e503530b,ELEC-1062,256,0
065fd4e1,ELEC-1063,222,0
577c88b3,ELEC-1015,20,2
373258a8,ELEC-1098,24,0
38cf26f3,ELEC-1093,12,0
60f24415,ELEC-1053,75,0
715633c4,ELEC-1035,129,0
998a770c,ELEC-1082,351,2
59b39bf5,ELEC-1002,366,0
715a59ac,ELEC-1039,129,0
501abf07,ELEC-1079,282,0
e709e584,ELEC-1002,295,0
72b5e69b,ELEC-1015,306,1
818e28d4,ELEC-1066,48,0
9a232f32,ELEC-1087,37,0
9f8c42d5,ELEC-1045,279,2
d1b3d99d,ELEC-1061,86,0
f39440cb,ELEC-1043,19,0
b47a3c16,ELEC-1017,224,0
f996da38,ELEC-1006,53,0
a0187953,ELEC-1024,218,0
3a81d1ca,ELEC-1080,314,0
7d7d9ec7,ELEC-1081,51,0
52c478f9,ELEC-1057,373,0
2cfe6b52,ELEC-1044,348,0
c4626416,ELEC-1027,350,0
cdb0436b,ELEC-1085,391,0
2878118a,ELEC-1091,389,2
069fa418,ELEC-1093,138,1
2d298daa,ELEC-1042,130,0
ef636712,ELEC-1063,374,0
97fc7f76,ELEC-1095,107,0
da5eb7af,ELEC-1042,271,0
c3a14f77,ELEC-1058,293,0
59ccf233,ELEC-1035,12,0
2448a2ee,ELEC-1063,96,1
0ac791c9,ELEC-1062,129,0
16b3582b,ELEC-1002,26,0
7b296dbc,ELEC-1065,280,0
8dc99476,ELEC-1077,325,0
e2b4cb34,ELEC-1072,342,0
82600334,ELEC-1091,229,2
516ec40c,ELEC-1094,309,1
92c5bd72,ELEC-1092,235,0
56a9e28e,ELEC-1084,333,0
852feddb,ELEC-1073,250,2
26db4a2b,ELEC-1024,97,0
c9f21ae4,ELEC-1033,91,2
6c068ccf,ELEC-1010,174,0
b9bf0987,ELEC-1048,134,0
cd6a502e,ELEC-1007,367,0
78b402b1,ELEC-1088,146,0
9ee99b03,ELEC-1016,218,1
83211698,ELEC-1027,74,0
c902b83f,ELEC-1097,382,0
7ec674cf,ELEC-1017,389,0
526ce6f9,ELEC-1040,226,0
f97ad4f8,ELEC-1000,305,0
d537d601,ELEC-1098,18,0
03af92fc,ELEC-1013,179,1
a3a1e277,ELEC-1041,33,0
74d6378d,ELEC-1070,298,0
88a6b95d,ELEC-1037,28,0
6f60e0b2,ELEC-1081,259,1
f9c3222e,ELEC-1046,331,0
678bd2dc,ELEC-1027,325,0
53583b3b,ELEC-1099,216,0
f296215b,ELEC-1039,232,2
5a3c4c97,ELEC-1035,379,0
60b113e2,ELEC-1069,280,0
a51733fd,ELEC-1087,379,0
0cbe5941,ELEC-1050,101,0
e0c914a1,ELEC-1009,93,0
b63ff44c,ELEC-1092,57,0
4a337f76,ELEC-1099,145,0
538fab25,ELEC-1067,292,2
bbebf613,ELEC-1008,125,0
287259ff,ELEC-1035,134,1
7409de52,ELEC-1001,265,0
3b91a01c,ELEC-1006,10,2
f064ed9f,ELEC-1060,22,0
4311d2a6,ELEC-1067,268,0
303a3eda,ELEC-1080,161,0
3b9f231a,ELEC-1020,383,2
94f0da59,ELEC-1028,89,1
1cbcc9e5,ELEC-1051,46,1
b79d7e2c,ELEC-1071,324,2
23686ef1,ELEC-1024,24,0
5eed1286,ELEC-1096,211,0
5b379207,ELEC-1095,216,0
57bb0f4b,ELEC-1082,285,0
8b98b734,ELEC-1044,370,0
50b83033,ELEC-1065,177,0
0c487523,ELEC-1033,114,2
17ab41a7,ELEC-1097,190,0
75905128,ELEC-1074,89,1
6f4a87f2,ELEC-1013,242,1
fab09cc6,ELEC-1034,352,0
030dc560,ELEC-1094,79,1
5ec3d9e7,ELEC-1095,388,1
dea4ac58,ELEC-1082,141,0
32ad39c0,ELEC-1070,107,0
2270031a,ELEC-1046,138,0
687ed51d,ELEC-1023,239,0
21510b28,ELEC-1040,363,0
db6a6884,ELEC-1010,192,2
320e0085,ELEC-1098,278,2
99bd64e5,ELEC-1017,331,0
852548db,ELEC-1079,97,0
368b6f20,ELEC-1080,53,0
90d3e454,ELEC-1035,330,0
42141494,ELEC-1051,29,0
7972b6a9,ELEC-1097,187,0
99f9c4d5,ELEC-1002,170,1
ef739a90,ELEC-1096,107,0
77e6d1b0,ELEC-1071,51,0
f0280812,ELEC-1048,83,0
d5fb34c3,ELEC-1018,221,0
5fd24dee,ELEC-1029,319,0
cac64dca,ELEC-1037,40,0
f5a7d5ad,ELEC-1095,342,0
119aa4d0,ELEC-1032,80,0
6448e587,ELEC-1099,60,1
b8641cf0,ELEC-1080,378,1
aba2b7aa,ELEC-1086,127,0
4bce278c,ELEC-1030,80,0
06fb61cd,ELEC-1050,40,0
5a08daa7,ELEC-1033,380,0
1fa12987,ELEC-1055,108,1
7bcd6875,ELEC-1094,256,0
0bffcb50,ELEC-1056,88,0
c19caa87,ELEC-1096,14,2
ff5ace1b,ELEC-1090,116,0
6d6e2aa0,ELEC-1003,112,2
54f8633d,ELEC-1098,30,0
31f52c37,ELEC-1071,104,0
d9df9710,ELEC-1067,376,0
e82d4837,ELEC-1027,99,1
7767107e,ELEC-1042,231,1
1c9aff33,ELEC-1036,71,2
958121f7,ELEC-1054,45,0
946d69e6,ELEC-1079,191,0
2923b6bb,ELEC-1030,381,0
8313359d,ELEC-1012,385,1
048c0f7a,ELEC-1021,67,0
9aced4f7,ELEC-1012,278,2
d679d5cd,ELEC-1069,225,0
a38e91e9,ELEC-1074,285,2
129a8055,ELEC-1032,229,2
dd5c7e37,ELEC-1082,282,1
cdacaac2,ELEC-1086,53,1
89c9e4f8,ELEC-1031,61,0
25a60b3b,ELEC-1050,392,2
337a44ba,ELEC-1032,327,1
793e7962,ELEC-1058,379,0
9b523cd9,ELEC-1070,194,0
f57b612b,ELEC-1030,202,0
a8f739d4,ELEC-1072,45,0
7d6eb5a3,ELEC-1091,192,0
55c0bb24,ELEC-1014,383,0
bdb0c5d9,ELEC-1049,112,1
ba163809,ELEC-1002,77,0
c38408dc,ELEC-1093,200,0
8b5798d9,ELEC-1020,366,0
1c1dcfb2,ELEC-1052,123,0
3e6153c5,ELEC-1030,268,0
348b8441,ELEC-1097,344,0
84395773,ELEC-1097,92,0
19cde1d3,ELEC-1075,229,0
92917f51,ELEC-1045,352,2
a5cb2ce0,ELEC-1033,129,0
3a189e71,ELEC-1060,330,0
ca44499e,ELEC-1000,370,0
d19de9da,ELEC-1042,195,0
0f2a9ee3,ELEC-1089,170,0
f4197a76,ELEC-1087,257,0
b5bac546,ELEC-1029,13,0
edf7e604,ELEC-1078,36,0
ab9575cf,ELEC-1068,241,0
b893d28d,ELEC-1097,150,0
85597384,ELEC-1000,234,1
36309ba6,ELEC-1099,138,0
188701f4,ELEC-1051,78,0
a719010d,ELEC-1048,281,0
1f0d435e,ELEC-1056,356,0
b429df9a,ELEC-1095,370,0
af7911b7,ELEC-1054,20,0
ed57931d,ELEC-1055,114,0
2f62754e,ELEC-1073,126,0
3fab5fe5,ELEC-1017,340,0
3ba35458,ELEC-1000,382,0
33f2c65e,ELEC-1061,252,2
4dc1c65f,ELEC-1025,171,1
b470f95d,ELEC-1099,126,2
5a83d9be,ELEC-1063,100,0
f75f1efb,ELEC-1043,350,0
57ab09ca,ELEC-1077,91,0
f7ce37a2,ELEC-1063,111,1
3e930ba1,ELEC-1002,254,0
34bb0804,ELEC-1023,187,2
1c9f51ad,ELEC-1068,150,0
0fe2a481,ELEC-1094,334,0
5d613940,ELEC-1030,159,0
96e1f9ac,ELEC-1037,332,0
b18609ff,ELEC-1057,153,0
314ad94d,ELEC-1053,188,0
d7551fdd,ELEC-1022,144,2
d11b4dd9,ELEC-1031,310,0
f5233af5,ELEC-1013,271,0
06566725,ELEC-1098,65,0
c6c7cb6f,ELEC-1047,81,1
647535d2,ELEC-1038,134,2
94503fc7,ELEC-1085,11,0
3e6444e6,ELEC-1030,79,0
d2dba5d1,ELEC-1038,305,0
9872a337,ELEC-1021,115,0
a659ef2e,ELEC-1068,253,0
e409ab3d,ELEC-1095,306,0
dd602d00,ELEC-1058,281,0
de6e5bbf,ELEC-1071,27,0
93435811,ELEC-1026,299,0
7767f820,ELEC-1041,145,0
d1aa4adf,ELEC-1069,386,0
44233c96,ELEC-1042,330,0
1cc7a6f6,ELEC-1008,229,0
56aa9172,ELEC-1090,159,0
30889d29,ELEC-1054,388,0
1f52535d,ELEC-1009,345,0
9dff9d25,ELEC-1065,184,2
e060d3ae,ELEC-1006,138,0
4252a789,ELEC-1059,215,0
e0e39769,ELEC-1011,250,0
aa9fba48,ELEC-1039,182,0
fc3f8485,ELEC-1089,75,0
9f749685,ELEC-1045,87,0
80d207b9,ELEC-1088,179,0
236627f0,ELEC-1073,94,0
fe9d30e9,ELEC-1055,200,0
d7b5b5cf,ELEC-1035,366,0
aaf1e633,ELEC-1014,107,0
2b4ec438,ELEC-1096,231,0
a82484b6,ELEC-1068,294,0
34c57f6f,ELEC-1074,303,0
8a2c0782,ELEC-1088,309,0
4cdf026c,ELEC-1019,19,0
5069fb5d,ELEC-1051,197,0
788a3a5b,ELEC-1074,93,1
8715887a,ELEC-1015,382,0
70436566,ELEC-1070,356,0
b4c8c8d7,ELEC-1086,320,0
d956ccef,ELEC-1043,374,0
79320077,ELEC-1069,276,1
08811e4c,ELEC-1040,34,0
e7472016,ELEC-1072,309,1
90b8f9a5,ELEC-1057,272,0
cc29e048,ELEC-1094,189,1
df61fb7e,ELEC-1027,390,0
e40f7de2,ELEC-1049,29,0
098a3093,ELEC-1093,351,0
5e153a06,ELEC-1059,171,0
639d9ccf,ELEC-1026,289,0
3bfbca84,ELEC-1029,100,2
fbdeea71,ELEC-1079,112,0
f8590f03,ELEC-1091,314,0
06b4cdb4,ELEC-1078,234,0
37bb522c,ELEC-1079,156,0
7945d8d3,ELEC-1082,280,1
e6dba47b,ELEC-1045,326,0
0390dc87,ELEC-1054,235,0
1c82812e,ELEC-1096,184,0
edaaa309,ELEC-1082,30,1
3dedf6a9,ELEC-1028,136,0
6d3000e3,ELEC-1088,135,0
465ae592,ELEC-1065,200,2
5c1c0a69,ELEC-1047,195,0
dbb82e39,ELEC-1072,36,1
20a546f5,ELEC-1062,261,0
3a1f7557,ELEC-1006,358,0
f1b67f49,ELEC-1062,71,0
28bcb6ac,ELEC-1041,57,0
d685e0f9,ELEC-1007,228,0
cbb11e4b,ELEC-1094,178,1
ebfc492f,ELEC-1095,335,0
364085a8,ELEC-1095,153,0
b2c2bbda,ELEC-1092,264,0
90ffd3ce,ELEC-1032,183,0
287a3f92,ELEC-1074,25,0
6bb11a32,ELEC-1060,387,0
3af1d9c4,ELEC-1036,128,2
18acb70e,ELEC-1068,349,0
afceecbd,ELEC-1085,77,0
2d165484,ELEC-1056,259,0
b2303d1a,ELEC-1071,180,0
04e6a6de,ELEC-1018,131,0
c72c8d8c,ELEC-1078,334,0
76b1be54,ELEC-1098,374,0
65990b93,ELEC-1011,150,0
04703f95,ELEC-1042,294,1
29dd733b,ELEC-1050,340,1
25f85537,ELEC-1054,124,0
689d50c4,ELEC-1080,379,0
3b8ca0d4,ELEC-1034,133,0
dce64ea1,ELEC-1060,20,0
e143dc5d,ELEC-1013,39,0
5e32ca82,ELEC-1093,240,0
ec69ea96,ELEC-1097,388,1
1603596b,ELEC-1013,109,0
e42cfab8,ELEC-1087,322,0
f4902119,ELEC-1063,232,1
8285b3ab,ELEC-1027,265,1
f323314f,ELEC-1016,164,0
c69b89d6,ELEC-1089,270,2
1dbb242e,ELEC-1041,56,2
60213c04,ELEC-1073,306,0
2c02ffe7,ELEC-1077,225,0
4401b76b,ELEC-1053,108,0
3c043426,ELEC-1052,214,0
38340eb5,ELEC-1039,91,0
31749782,ELEC-1030,202,0
4b05681e,ELEC-1036,44,0
154d89d0,ELEC-1071,14,0
e9522f1d,ELEC-1034,136,0
d9791a1c,ELEC-1083,267,0
81372d4f,ELEC-1024,334,2
ae50f59b,ELEC-1010,194,0
f2f7a891,ELEC-1019,236,1
a9b0dd49,ELEC-1040,319,0
33e01dc9,ELEC-1036,193,1
81bc6761,ELEC-1050,200,0
ca8b7e69,ELEC-1063,206,2
138ce683,ELEC-1052,287,0
c6f01658,ELEC-1029,264,0
18847541,ELEC-1013,174,0
d3ec9cc3,ELEC-1008,28,0
68c0b8b9,ELEC-1031,71,0
3f4f4ab0,ELEC-1045,216,2
41f125c9,ELEC-1092,175,0
ffd8e3f1,ELEC-1030,229,0
03badbc8,ELEC-1058,196,1
70091294,ELEC-1081,302,1
fe043868,ELEC-1099,139,2
83c13c86,ELEC-1044,96,1
8dddd0c3,ELEC-1046,331,0
e2281e97,ELEC-1058,19,0
aa1c9417,ELEC-1066,389,0
bf36e72d,ELEC-1036,101,0
40130239,ELEC-1088,129,0
b6b3f96b,ELEC-1095,234,1
8fb3c88a,ELEC-1066,392,0
089eea60,ELEC-1045,356,0
061fe391,ELEC-1082,274,0
53bbf764,ELEC-1040,303,0
e3b529b5,ELEC-1078,256,0
1aa678a0,ELEC-1045,261,0
38ff0fbc,ELEC-1040,18,0
500beedb,ELEC-1006,45,0
cea202e1,ELEC-1096,287,0
b0beca51,ELEC-1043,141,0
445fcf67,ELEC-1037,76,0
a5bb40a5,ELEC-1018,363,0
1b312c77,ELEC-1049,175,0
338c5dc7,ELEC-1052,261,1
38f55141,ELEC-1043,144,0
36570941,ELEC-1094,245,0
86336928,ELEC-1030,142,0
51147f9a,ELEC-1054,103,0
8cac5c44,ELEC-1086,319,0
c855c801,ELEC-1009,90,0
0e8770de,ELEC-1027,120,0
2425a6a9,ELEC-1089,282,2
c5510481,ELEC-1006,46,0
f2947009,ELEC-1019,332,0
bfba8fce,ELEC-1037,295,1
e661421e,ELEC-1034,195,0
a0cca96d,ELEC-1001,377,1
773250b8,ELEC-1057,29,2
558fe8b1,ELEC-1036,359,0
33f5c41f,ELEC-1063,103,0
d4465976,ELEC-1031,279,0
d9fc9c76,ELEC-1001,63,0
c32f8592,ELEC-1002,187,0
401ac628,ELEC-1039,234,0
3ec5cf12,ELEC-1078,142,0
80197b37,ELEC-1022,362,0
133977c2,ELEC-1004,194,0
0c8be0a9,ELEC-1068,382,0
57b8957d,ELEC-1047,221,1
8ca587f3,ELEC-1048,167,0
22cc0c13,ELEC-1032,288,0
fec31305,ELEC-1014,156,0
a42638ef,ELEC-1062,53,0
016624c0,ELEC-1051,262,0
de6aa9e1,ELEC-1096,192,0
5b8598ca,ELEC-1037,27,0
012c3a89,ELEC-1036,331,2
6ee8f655,ELEC-1051,377,0
f4efbf05,ELEC-1042,204,0
779e8a50,ELEC-1086,393,2
dd2c86f5,ELEC-1046,251,0
274a0e8a,ELEC-1061,368,2
629b6061,ELEC-1055,202,0
4717d380,ELEC-1094,345,0
59bf5321,ELEC-1057,313,1
af9deb06,ELEC-1063,242,0
d68e8f0b,ELEC-1015,279,0
556f0045,ELEC-1052,397,0
7add8590,ELEC-1000,196,0
4cdcdcdc,ELEC-1059,389,0
4a3efa5a,ELEC-1079,14,1
cba97b11,ELEC-1073,215,2
5ae7bf84,ELEC-1029,367,1
8e25bdb7,ELEC-1098,375,0
92f1e5e7,ELEC-1057,103,0
e8358408,ELEC-1053,193,0
0b374972,ELEC-1092,306,0
c83c9489,ELEC-1060,306,0
940b467a,ELEC-1037,186,0
ebcf4a8a,ELEC-1030,49,0
0b530888,ELEC-1022,189,0
34cb5916,ELEC-1096,354,0
0126e0a8,ELEC-1035,300,2
c9ea6b94,ELEC-1006,370,0
f2d0c80f,ELEC-1099,10,2
76fc22b7,ELEC-1029,38,0
d953cd2d,ELEC-1079,280,0
ec31b463,ELEC-1010,165,0
2eedbc30,ELEC-1049,237,0
1be1d326,ELEC-1012,244,2
dc606ee2,ELEC-1057,373,0
45fe20ae,ELEC-1090,289,2
6b133c5d,ELEC-1064,311,0
25bf3c13,ELEC-1042,155,0
8f49b630,ELEC-1054,184,2
d7d936ad,ELEC-1087,345,0
6fdf7ba3,ELEC-1047,394,1
dd0e1b73,ELEC-1047,109,0
9f1e5b03,ELEC-1009,30,2
a461e81e,ELEC-1079,191,0
55753b62,ELEC-1093,388,0
868b82fd,ELEC-1008,270,0
8e45d07a,ELEC-1040,283,0
514d40a7,ELEC-1067,227,0
a4ebcf42,ELEC-1074,11,2
14a6580e,ELEC-1005,354,0
1ff613ea,ELEC-1077,352,0
f44aeab2,ELEC-1086,364,0
f9941214,ELEC-1005,112,0
9d8e8297,ELEC-1076,238,0
6c47ddef,ELEC-1070,332,0
ede23a81,ELEC-1042,59,0
ec47bdd4,ELEC-1074,119,1
7e504aa5,ELEC-1011,396,0
797fab8a,ELEC-1067,196,0
17813545,ELEC-1092,42,0
34ed7f25,ELEC-1000,274,0
90d1182c,ELEC-1003,377,0
489661ca,ELEC-1088,234,0
a0fe0ae1,ELEC-1096,343,0
505e406b,ELEC-1096,226,0
41cf2247,ELEC-1082,36,0
3bb0d889,ELEC-1072,351,0
f4f58e6d,ELEC-1074,74,0
f34faf36,ELEC-1014,193,0
2acb5d3e,ELEC-1083,78,0
f07f984c,ELEC-1009,21,0
8fe5a027,ELEC-1097,236,0
bad9ca06,ELEC-1064,321,0
1b3b289d,ELEC-1044,109,0
edffafbd,ELEC-1031,334,0
5426ca6f,ELEC-1032,273,0
48649f7b,ELEC-1049,177,0
1734b7e3,ELEC-1043,257,0
3e1b1e6f,ELEC-1065,232,2
ba383b63,ELEC-1034,43,0
7437e2f8,ELEC-1020,119,0
03c2087f,ELEC-1007,130,0
918dba48,ELEC-1041,182,2
9e35b047,ELEC-1095,365,0
34f38138,ELEC-1019,13,0
f0bea355,ELEC-1028,33,1
b0c42d18,ELEC-1070,363,0
cd8817f6,ELEC-1055,98,1
da8590e9,ELEC-1017,142,0
5fe1e38b,ELEC-1009,320,2
a2ad4479,ELEC-1090,38,1
